UnitID,Institution Name,Grand total (EF2019  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),
206349,Ursuline College,92,96,79,106,115,92,103,90,
446604,Uta Mesivta of Kiryas Joel,448,359,315,282,295,286,305,227,
197045,Utica College,515,588,548,685,645,472,488,506,
152600,Valparaiso University,647,756,807,862,742,714,876,772,
221999,Vanderbilt University,1604,1602,1607,1601,1607,1605,1613,1608,
149639,VanderCook College of Music,18,13,15,21,21,25,15,27,
123651,Vanguard University of Southern California,485,461,433,413,374,315,401,441,
197133,Vassar College,690,685,624,659,667,663,665,658,
188340,Vaughn College of Aeronautics and Technology,334,314,254,278,267,312,302,321,
455992,Vermont College of Fine Arts,,,,,,,,,
231147,Vermont Law School,,,,,,,,,
197142,Villa Maria College,134,131,133,148,137,109,124,75,
216597,Villanova University,1695,1688,1724,1678,1700,1669,1660,1643,
449834,Virginia Beach Theological Seminary,,,,,,,,,
234164,Virginia Union University,245,174,338,371,456,421,404,383,
490106,Virginia University of Integrative Medicine,,,,,,,,,
234137,Virginia University of Lynchburg,131,94,73,68,81,56,126,115,
234173,Virginia Wesleyan University,344,354,423,368,348,406,453,435,
449764,Visible Music College,34,38,30,28,18,22,31,25,
240107,Viterbo University,283,294,288,320,281,322,304,306,
218919,Voorhees College,163,149,176,150,105,138,141,188,
446613,W L Bonner College,,,1,9,9,1,,4,
152673,Wabash College,229,274,232,215,240,256,241,252,
197197,Wagner College,410,418,431,441,415,441,430,426,
199847,Wake Forest University,1360,1421,1349,1306,1284,1287,1230,1234,
236896,Walla Walla University,423,404,333,387,362,364,389,396,
172608,Walsh College,,,,,,,,,
206437,Walsh University,394,453,462,440,439,447,493,494,
210304,Warner Pacific University,60,66,68,98,101,142,85,86,
480198,Warner Pacific University Professional and Graduate Studies,2,,5,11,13,12,17,18,
138275,Warner University,214,204,262,182,226,193,179,200,
199865,Warren Wilson College,235,251,146,185,195,234,220,214,
154527,Wartburg College,398,469,451,445,366,464,451,484,
154536,Wartburg Theological Seminary,,,,,,,,,
216667,Washington & Jefferson College,291,351,339,429,389,399,326,376,
162210,Washington Adventist University,128,177,109,79,143,114,126,133,
234207,Washington and Lee University,462,474,471,466,454,471,480,479,
164216,Washington College,325,310,368,410,391,388,349,397,
179867,Washington University in St Louis,1732,1797,1778,1776,1731,1734,1608,1637,
392840,Watkins College of Art Design & Film,35,29,30,44,44,50,58,51,
229780,Wayland Baptist University,249,315,297,342,314,315,343,381,
216694,Waynesburg University,355,326,400,401,356,335,407,352,
197221,Webb Institute,26,25,26,28,26,24,26,22,
138293,Webber International University,203,187,173,178,181,149,205,183,
179894,Webster University,411,513,534,466,419,465,502,414,
190424,Weill Medical College of Cornell University,,,,,,,,,
220206,Welch College,80,109,78,58,45,56,63,62,
168218,Wellesley College,612,614,603,591,593,593,590,585,
197230,Wells College,132,147,137,132,168,163,161,197,
168227,Wentworth Institute of Technology,968,1039,974,980,997,1085,900,1068,
176451,Wesley Biblical Seminary,,,,,,,,,
131098,Wesley College,243,281,407,353,475,470,463,573,
131973,Wesley Theological Seminary,,,,,,,,,
141325,Wesleyan College,135,158,74,104,120,106,119,122,
130697,Wesleyan University,771,803,761,774,757,750,741,752,
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,,,,,,,15,15,
237969,West Virginia Wesleyan College,326,323,366,387,392,416,471,405,
490373,Western Michigan University Homer Stryker M.D. School of Medicine,,,,,,,,,
172477,Western Michigan University-Thomas M. Cooley Law School,,,,,,,,,
168254,Western New England University,691,751,770,723,719,757,691,798,
210368,Western Seminary,,,,,,,,,
172705,Western Theological Seminary,,,,,,,,,
112525,Western University of Health Sciences,,,,,,,,,
179946,Westminster College,142,173,174,222,244,212,266,260,
216807,Westminster College,279,348,332,371,299,281,309,322,
230807,Westminster College,283,438,369,434,468,485,449,501,
216816,Westminster Theological Seminary,,,,,,,,,
125718,Westminster Theological Seminary in California,,,,,,,,,
125727,Westmont College,406,344,353,343,335,375,279,325,
149781,Wheaton College,614,610,580,588,605,607,597,598,
168281,Wheaton College,451,496,502,528,417,423,458,466,
238078,Wheeling University,121,301,190,222,184,252,250,268,
237057,Whitman College,425,426,389,405,364,395,392,381,
125763,Whittier College,493,512,520,426,445,380,441,406,
237066,Whitworth University,683,696,505,595,584,619,593,631,
475200,Whitworth University-Adult Degree Programs,2,2,3,1,,,,,
216852,Widener University,762,775,787,738,848,737,828,717,
206491,Wilberforce University,135,246,136,217,182,33,70,115,
229887,Wiley College,75,131,175,222,151,234,289,319,
216931,Wilkes University,550,650,607,664,584,559,586,596,
210401,Willamette University,371,390,440,474,521,553,545,525,
176479,William Carey University,212,162,173,181,186,161,182,202,
166717,William James College,,,,,,,,,
122728,William Jessup University,194,212,169,200,147,217,165,136,
179955,William Jewell College,168,167,198,241,245,265,259,305,
199272,William Peace University,185,212,203,200,221,216,335,233,
154590,William Penn University,363,282,278,241,312,337,264,256,
179964,William Woods University,161,195,204,198,184,200,194,218,
107877,Williams Baptist University,198,156,142,113,128,162,154,132,
168342,Williams College,546,533,548,553,551,546,544,547,
443340,Williamson Christian College,8,3,6,3,2,4,9,4,
206507,Wilmington College,341,385,307,310,282,389,272,288,
131113,Wilmington University,511,612,948,682,642,551,840,767,
217013,Wilson College,199,189,165,128,116,107,71,75,
206516,Winebrenner Theological Seminary,,,,,,,,,
199962,Wingate University,943,933,1073,625,664,583,642,548,
240338,Wisconsin Lutheran College,214,292,233,228,267,220,229,243,
240213,Wisconsin School of Professional Psychology,,,,,,,,,
206525,Wittenberg University,344,485,539,553,493,516,549,489,
218973,Wofford College,474,465,452,440,442,487,415,438,
491631,Women's Institute of Torah Seminary and College,3,3,,,,,,,
442064,Won Institute of Graduate Studies,,,,,,,,,
488907,Wongu University of Oriental Medicine,,,,,,,,,
125897,Woodbury University,203,180,116,137,122,142,100,180,
168421,Worcester Polytechnic Institute,1199,1276,1124,1120,1093,1056,1103,951,
401223,World Mission University,32,29,26,7,10,13,5,9,
486460,Wright Graduate University for the Realization of Human Potential,,,,,,,,,
206622,Xavier University,1210,1401,1239,1115,1154,1214,1289,1066,
160904,Xavier University of Louisiana,832,865,716,762,684,579,675,661,
130794,Yale University,1550,1573,1579,1367,1363,1360,1358,1355,
490319,Yeshiva Bais Aharon,7,6,13,,,,,,
491622,Yeshiva Chemdas Hatorah,23,20,,,,,,,
434937,Yeshiva College of the Nations Capital,,5,2,4,7,6,1,12,
420325,Yeshiva D'monsey Rabbinical College,24,18,19,10,4,6,8,6,
197647,Yeshiva Derech Chaim,22,25,22,11,22,11,27,21,
491914,Yeshiva Gedola Tiferes Yerachmiel,19,23,,,,,,,
375230,Yeshiva Gedolah Imrei Yosef D'spinka,40,37,13,18,10,9,10,11,
491640,Yeshiva Gedolah Keren Hatorah,34,39,,,,,,,
481410,Yeshiva Gedolah Kesser Torah,16,23,20,20,21,11,12,,
491710,Yeshiva Gedolah of Cliffwood,22,21,,,,,,,
247773,Yeshiva Gedolah of Greater Detroit,20,15,13,13,14,19,15,19,
488350,Yeshiva Gedolah Shaarei Shmuel,18,18,23,19,,,,,
491613,Yeshiva Gedolah Tiferes Boruch,18,17,,,,,,,
476692,Yeshiva Gedolah Zichron Leyma,4,6,5,,7,6,3,3,
197601,Yeshiva Karlin Stolin,25,35,34,20,28,34,20,30,
491057,Yeshiva Kollel Tifereth Elizer,3,5,7,,,,,,
190752,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,11,10,15,10,11,6,12,,
455257,Yeshiva of Machzikai Hadas,90,80,66,83,85,106,69,71,
197674,Yeshiva of Nitra Rabbinical College,60,53,45,65,56,83,69,83,
431983,Yeshiva of the Telshe Alumni,2,18,33,27,23,26,37,18,
126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,55,60,45,50,61,54,46,48,
490504,Yeshiva Ohr Naftoli,6,8,11,,,,,,
486017,Yeshiva Ohr Yisrael,5,7,8,1,1,,,,
490276,Yeshiva Shaar Ephraim,31,32,38,,,,,,
197692,Yeshiva Shaar Hatorah,29,30,22,25,29,16,24,29,
441609,Yeshiva Shaarei Torah of Rockland,8,,,,,,5,2,
486026,Yeshiva Sholom Shachna,30,25,34,19,28,,,,
451398,Yeshiva Toras Chaim,53,52,57,56,59,57,54,60,
197708,Yeshiva University,559,561,619,541,555,812,862,916,
481438,Yeshiva Yesodei Hatorah,28,23,27,19,17,23,23,,
487746,Yeshiva Zichron Aryeh,2,2,2,,,,,,
363712,Yeshivah Gedolah Rabbinical College,19,10,11,11,11,19,18,25,
451370,Yeshivas Be'er Yitzchok,8,7,7,5,9,10,8,3,
491765,Yeshivas Emek Hatorah,26,,,,,,,,
488101,Yeshivas Maharit D'Satmar,41,26,14,13,,,,,
405058,Yeshivas Novominsk,48,52,43,41,42,49,42,49,
217040,Yeshivath Beth Moshe,15,9,4,9,19,17,17,14,
197735,Yeshivath Viznitz,150,98,109,108,108,101,111,90,
197744,Yeshivath Zichron Moshe,8,10,10,8,12,11,12,17,
401250,Yo San University of Traditional Chinese Medicine,,,,,,,,,
181853,York College,115,113,133,97,110,85,94,90,
217059,York College of Pennsylvania,946,979,998,903,903,1091,1071,1143,
141361,Young Harris College,265,309,268,338,346,448,420,387,
458575,Zaytuna College,,1,,7,8,,,,
