UnitID,Institution Name,Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1920),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1819_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1718_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1617_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1516_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1415_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1314_RV),Total amount of institutional grant aid awarded to full-time first-time undergraduates (SFA1213_RV),
157216,Lindsey Wilson College,8461985,8816402,8243305,6865090,7170097,6429171,6569656,6022340,
209065,Linfield University-McMinnville Campus,12514335,8753420,9828875,9401005,10411047,9852105,9092213,7831091,
437325,Linfield University-Online and Continuing Education,,,,,,,,,
437316,Linfield University-School of Nursing,,,,,,,,,
219976,Lipscomb University,12261206,11798793,10411387,9799415,10354654,8239093,8616803,7799244,
198862,Livingstone College,1265785,1125294,1264650,1191303,812493,1180583,935727,1138792,
177986,Logan University,38100,32500,0,,,,,,
117636,Loma Linda University,,,,,,,,,
192448,Long Island University,26832376,18450093,25462812,8144677,8463898,7191779,8479354,14677220,
166489,Longy School of Music of Bard College,174000,172300,338248,151625,72698,135500,140700,182100,
153825,Loras College,6823862,7477639,6883160,6594029,7590865,7010829,6988981,4954334,
159568,Louisiana College,1738401,1804393,1932190,1150446,954006,910412,1153316,1349903,
157298,Louisville Presbyterian Theological Seminary,,,,,,,,,
203757,Lourdes University,2891167,2303180,2534760,2280925,1298844,1219620,1278527,1429407,
117946,Loyola Marymount University,26790369,24413187,23415467,19296324,18881813,18730156,17121778,16927697,
146719,Loyola University Chicago,54926821,56834860,52800756,50114439,36324365,36376792,37022580,30350179,
163046,Loyola University Maryland,29880191,25884861,21726677,24514689,21719827,20079190,19187383,16923099,
159656,Loyola University New Orleans,22599104,19199438,20623242,14734603,15642137,11966536,12469560,17197230,
226383,Lubbock Christian University,2421936,2279447,2227693,2506210,1958555,1690474,1457956,1673996,
153834,Luther College,15877840,16653994,14088450,12793220,14965044,12621908,13106245,12950253,
135364,Luther Rice College & Seminary,,,0,3034,2978,6753,2729,0,
173896,Luther Seminary,,,,,,,,,
146728,Lutheran School of Theology at Chicago,,,,,,,,,
213668,Lycoming College,11422356,10159870,8332252,9502251,9042146,9907392,7393597,6101379,
132657,Lynn University,10886886,8551690,5521933,6126733,5547949,4992391,4518496,3704424,
106342,Lyon College,3070502,4175737,3702530,3227844,3102519,3416337,2541654,2237612,
173902,Macalester College,14296398,17121200,15685623,13433682,14815101,13779127,11680260,12418817,
192624,Machzikei Hadath Rabbinical College,51188,65704,107122,43333,87069,40848,22588,38878,
146825,MacMurray College,,2695749,2167491,1659152,1261673,1046204,1164022,1288191,
170806,Madonna University,3483349,2324465,2972359,1899580,1573677,1401310,1401998,952551,
182917,Magdalen College,659418,482433,297430,430722,578376,269340,267810,,
153861,Maharishi International University,104916,168940,307080,263862,244226,338906,295710,541206,
161509,Maine College of Art,1908763,1445346,1774188,1703105,1556670,1578551,1413205,937705,
161022,Maine College of Health Professions,5000,750,3800,0,0,0,100,0,
203775,Malone University,5413635,6080106,6531649,5628766,4030840,4829301,4523906,5131009,
151777,Manchester University,6863149,8609240,7624345,7371065,6587973,7771927,5766019,5118919,
155496,Manhattan Christian College,178188,437030,449464,300750,892484,794331,794521,398464,
192703,Manhattan College,20979004,18974970,14828336,11949722,13154998,12116997,11699278,12273251,
192712,Manhattan School of Music,2426090,2684700,1821625,2617557,1314062,1534500,915297,809026,
192749,Manhattanville College,9737405,9378501,9524390,11134181,9408255,10095883,9980836,11852674,
213774,Manor College,214433,261149,215342,184391,160948,164164,228560,210450,
446394,Maple Springs Baptist Bible College and Seminary,,,,,0,,0,250,
239071,Maranatha Baptist University,474515,500452,551493,620577,597163,631038,495924,270670,
192785,Maria College of Albany,3800,4770,6500,19920,1000,6365,2000,0,
151786,Marian University,8932934,9414743,7101490,7739055,5632552,5666780,5598776,4781724,
239080,Marian University,3750966,3980687,4361398,3484916,3414961,2900614,2784204,2889860,
203845,Marietta College,9247238,8858911,6305808,4357837,4638181,6559944,6806671,6715221,
192819,Marist College,25603998,20108462,17899477,15335813,14096318,12049595,12475184,10483319,
230940,Marlboro College,,1102239,894251,1695686,789165,936669,905747,894405,
440411,Marlboro College Graduate & Professional Studies,,,,,,,,,
239105,Marquette University,45740551,46845223,40878804,38515497,30995119,29880998,28176982,26956611,
198899,Mars Hill University,5418360,5787383,7443998,7389887,6470010,6416541,6148289,6126588,
123943,Marshall B Ketchum University,,,,,,,,,
173452,Martin Luther College,622259,658087,627018,671385,589127,533020,491088,551682,
220701,Martin Methodist College,3167882,3738004,3287104,2946596,1285099,2284879,1928557,3053110,
151810,Martin University,2950,0,0,19487,0,0,0,0,
232672,Mary Baldwin University,7829948,7803535,2334383,4432340,3360708,4617895,3695822,3755167,
163295,Maryland Institute College of Art,8194030,8030879,7006439,5787011,6076202,6662425,5548325,5260845,
164085,Maryland University of Integrative Health,,,,,,,,,
118541,Marymount California University,1538446,1773500,3434796,3019511,3974199,2746422,2858264,4161816,
192864,Marymount Manhattan College,6837599,7008094,6568657,6668347,5503335,5425732,3404990,4162543,
232706,Marymount University,7576258,6987078,6241864,6491792,5879887,4604733,4926518,4195228,
220710,Maryville College,6284623,6281127,6631297,7090730,8477938,6924575,7140358,5901357,
178059,Maryville University of Saint Louis,11141380,10948468,10019402,5848940,5810723,5384131,5770055,4572984,
213826,Marywood University,8472254,8012724,9087967,5951918,6901551,6614556,7112692,7123507,
166683,Massachusetts Institute of Technology,33517987,31354727,30228479,26531744,23149107,21589653,21242415,21017478,
369002,Massachusetts School of Law,,,,,,,,,
173957,Mayo Clinic College of Medicine and Science,37500,30000,,,,,,,
146977,McCormick Theological Seminary,,,,,,,,,
164270,McDaniel College,18308363,14112573,12434828,10587625,10837509,10030013,9824097,9361186,
147013,McKendree University,6468969,6535327,6905773,7635245,5912756,6630579,6448880,4710774,
226587,McMurry University,3826038,3078143,3150358,3289213,3245803,2134448,3000147,3736858,
155511,McPherson College,4010133,2832344,3356221,2946599,2961695,2083216,2082326,1792968,
166656,MCPHS University,9182690,8300398,7744232,7252266,6668861,7823192,8103636,5655270,
147031,Meadville Lombard Theological School,,,,,,,,,
490328,Mechon L'hoyroa,,,,,,,,,
192925,Medaille College,4569888,5083273,4910076,4225607,4704419,5380821,5007038,4208674,
239169,Medical College of Wisconsin,,,,,,,,,
220792,Meharry Medical College,,,,,,,,,
220808,Memphis College of Art,,,593260,527345,1071469,1421737,1634038,856878,
220871,Memphis Theological Seminary,,,,,,,,,
118693,Menlo College,7200834,4265060,4059974,3376147,3262362,3493340,2464192,3099941,
140447,Mercer University,21921730,22868165,20637735,18810752,18682942,18219750,15796565,13632778,
193016,Mercy College,6617848,6196699,6486276,5072671,5100930,3620193,4528517,3808330,
153977,Mercy College of Health Sciences,42743,27801,21102,8783,25303,26193,44069,25847,
203960,Mercy College of Ohio,142783,69442,78917,47882,40756,47039,30576,54895,
213987,Mercyhurst University,15684250,16612493,14017320,18745356,13909725,13300380,12125713,12969393,
198950,Meredith College,7474047,7129852,7129852,7421561,6929872,6859971,5685564,4828167,
166850,Merrimack College,27961191,25021355,17134578,19013645,14785147,14522484,13364127,10293370,
193061,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,18254,24100,21865,18385,8930,0,28100,28290,
193052,Mesivta Torah Vodaath Rabbinical Seminary,71179,37010,56920,30243,24204,53466,42634,35620,
193070,Mesivtha Tifereth Jerusalem of America,29000,30000,27000,2000,20000,0,5000,2000,
417752,Messenger College,1040,21100,12740,10686,14648,500,10450,5000,
213996,Messiah University,11847315,11689849,11422937,11113013,10924594,10885521,9456760,9721906,
147129,Methodist College,1000,1000,0,10840,15485,2495,21500,21623,
203997,Methodist Theological School in Ohio,,,,,,,,,
198969,Methodist University,7134703,6666165,7125931,8353329,8108257,7680717,11254774,6569939,
190114,Metropolitan College of New York,64637,63515,171369,206036,130944,176800,175900,212579,
166869,MGH Institute of Health Professions,,,,,,,,,
169220,Michigan School of Psychology,,,,,,,,,
169628,Michigan State University-College of Law,,,,,,,,,
245953,Mid-America Christian University,550885,549973,748307,506681,739933,379317,401356,433431,
151962,Mid-America College of Funeral Service,500,2500,1650,0,0,250,0,0,
199458,Mid-Atlantic Christian University,226272,189476,305220,224676,282917,212523,112731,76861,
481225,Mid-South Christian College,3900,11029,3000,,2000,920,787,0,
155520,MidAmerica Nazarene University,3182360,2978159,3942751,3061593,2986472,2490408,2448262,2167103,
220996,Middle Tennessee School of Anesthesia Inc,,,,,,,,,
230959,Middlebury College,11841652,14768675,12862066,10769096,11518361,10701506,10286538,8888075,
119058,Middlebury Institute of International Studies at Monterey,,,,,,,,,
181330,Midland University,6976474,6565645,5492172,5596453,4618905,4488858,4842535,4826867,
157377,Midway University,2354565,2398835,1533518,951984,483924,770790,868326,828604,
178208,Midwestern Baptist Theological Seminary,21770,9250,18200,15375,10000,19037,8146,1250,
143853,Midwestern University-Downers Grove,,,,,,,,,
423643,Midwestern University-Glendale,,,,,,,,,
101675,Miles College,610428,868931,649671,656880,528124,846931,496866,754847,
486901,Milligan University,4793212,3096295,4046439,3488558,3388257,2883457,,,
147244,Millikin University,12683013,10873227,9918004,8759314,7260531,7546522,7342809,8462860,
118888,Mills College,1963314,2294866,5259172,5248160,3824417,4737220,5104042,4627588,
175980,Millsaps College,6071262,7108469,6419693,6971104,5639533,5597717,3916070,4187529,
239309,Milwaukee Institute of Art & Design,5310755,4589815,3628210,2997298,2616345,2147804,2306814,1972741,
239318,Milwaukee School of Engineering,14729862,14600038,12499412,12736194,10551478,11618805,10763290,9008984,
174127,Minneapolis College of Art and Design,3573780,3289081,2362865,2866511,2370274,1894068,1607228,1688376,
193247,Mirrer Yeshiva Cent Institute,107354,150962,126725,89849,51284,86531,57335,54829,
214069,Misericordia University,7813273,7694728,8213723,6945896,6576466,5591060,5156498,5911729,
211130,Missio Theological Seminary,,,,,,,,,
176053,Mississippi College,6258869,6863459,6967847,6353493,6300539,5974615,5282864,3798248,
178244,Missouri Baptist University,4503505,3892939,4314200,3808671,3290923,2609948,3095751,2630899,
178369,Missouri Valley College,6001686,6273225,4556708,4773659,4362020,3874031,4056904,3353809,
129774,Mitchell College,2204004,2492708,2272473,1999858,1922275,2098655,2364097,1729759,
175281,Mitchell Hamline School of Law,,,,,,,,,
193292,Molloy College,8769633,7902152,5900173,6540159,5585390,4766864,5019692,4623005,
147341,Monmouth College,7308219,6652349,7238277,6843764,5998395,9307442,7691831,6498290,
185572,Monmouth University,19234820,19753944,18729530,15829426,14959745,14111684,11834881,10116019,
262165,Montana Bible College,1250,3750,,,,0,0,,
127954,Montessori Education Center of the Rockies,800,800,800,500,500,0,0,0,
199032,Montreat College,2258770,1851133,2174660,1827150,1851949,1317325,1390398,1160455,
166911,Montserrat College of Art,1511297,1529277,1212929,1233467,988659,1110178,1189426,1176337,
147369,Moody Bible Institute,1496343,1822806,1716348,1682410,1874895,2017984,1794496,1883423,
214148,Moore College of Art and Design,1803143,1865468,1641729,844244,1435780,1013723,1160012,1554220,
214157,Moravian College,11665311,11604768,10880222,11138035,10351360,7140314,6618027,6446210,
140553,Morehouse College,5391424,7544664,3692015,6000090,5873519,6884467,4322087,5764473,
140562,Morehouse School of Medicine,,,,,,,,,
154004,Morningside College,6967061,6285340,6057748,5518094,6025095,5090858,4769522,3650184,
218399,Morris College,108350,180902,160805,29250,38416,271574,57105,36178,
214166,Mount Aloysius College,2454709,2417281,2393824,2019942,2545735,2490418,2634002,2241169,
209241,Mount Angel Seminary,9144,1500,0,900,2000,0,0,0,
204176,Mount Carmel College of Nursing,13450,19700,38250,70475,73250,97375,73800,54600,
166939,Mount Holyoke College,13074670,15259364,13298867,12759462,12130201,12587688,10960628,9329775,
219198,Mount Marty University,2167569,2269440,1840279,1542328,1295415,1389802,1302448,1262815,
239390,Mount Mary University,2058031,2295633,2099981,2096878,2387113,2285714,1706095,1333565,
154013,Mount Mercy University,3976268,4729307,4577296,3895292,3962096,2051105,2242861,1837605,
204200,Mount Saint Joseph University,5184418,5543701,4229764,3454485,4532591,3838815,3976190,3431902,
193353,Mount Saint Mary College,6099991,6776455,6459349,5780681,5561926,4673337,5364587,4518116,
119173,Mount Saint Mary's University,8363436,7832373,8719336,9029965,8241019,6600593,7727361,7322043,
163462,Mount St. Mary's University,13863108,13731660,12448298,9584939,9977126,9851925,7612818,7646058,
204194,Mount Vernon Nazarene University,6059222,6912391,5873177,6138464,5578655,4430990,3850493,3091676,
214175,Muhlenberg College,16657599,16208420,13520476,12334902,11261458,10867997,9593527,8413468,
209287,Multnomah University,591472,557270,658805,709341,738465,431150,536513,178190,
204264,Muskingum University,6818188,6412034,6661674,5170936,5435351,5314126,5195661,5014805,
127653,Naropa University,462721,501475,606330,456890,469381,391573,312871,195746,
239424,Nashotah House,,,,,,,,,
147536,National Louis University,197282,104765,13355,58135,35073,70542,119294,136849,
119605,National University,1000,1666,0,3800,13992,2413,33174,500,
147590,National University of Health Sciences,,,,,,,,,
209296,National University of Natural Medicine,,,,,,,,,
127714,Nazarene Bible College,,,,0,0,0,0,0,
178518,Nazarene Theological Seminary,,,,,,,,,
193584,Nazareth College,8810599,9075013,8714695,7979457,7556309,6766770,5953665,5971901,
181376,Nebraska Christian College of Hope International University,,228380,324500,135300,109638,116593,162200,148595,
181297,Nebraska Methodist College of Nursing & Allied Health,224600,170844,163880,195545,122255,160028,147173,119311,
181446,Nebraska Wesleyan University,10111958,10168085,7714852,7328183,7363950,5769623,6193998,4152577,
163532,Ner Israel Rabbinical College,214414,235672,270368,173497,207114,286742,236855,205830,
214272,Neumann University,7114197,7352228,5750518,5364124,5120543,4442868,5197104,4760950,
185758,New Brunswick Theological Seminary,,,,,,,,,
182980,New England College,10145245,9911461,9563419,6216851,6925968,4481632,5249357,4382930,
167093,New England College of Optometry,,,,,,,,,
217305,New England Institute of Technology,2956929,3849070,3206185,708093,438671,1405833,1564445,369374,
167215,New England Law-Boston,,,,,,,,,
208725,New Hope Christian College-Eugene,150880,135002,75115,65683,102000,142045,155725,185495,
159948,New Orleans Baptist Theological Seminary,3600,3880,5550,4700,2500,1000,4280,11853,
440396,New Saint Andrews College,142250,,0,,370310,,,36000,
366368,New York Academy of Art,,,,,,,,,
193751,New York Chiropractic College,,,,,,,,,
418126,New York College of Health Professions,0,0,0,0,500,500,500,3000,
194073,New York College of Podiatric Medicine,,,,,,,,,
439783,New York College of Traditional Chinese Medicine,,,,,,,,,
194091,New York Institute of Technology,18740120,18887867,18484476,12896736,11297054,9416080,9756581,9691800,
193821,New York Law School,,,,,,,,,
193830,New York Medical College,,,,,,,,,
194116,New York School of Interior Design,17825,5000,44000,31200,2500,50000,92000,92000,
193894,New York Theological Seminary,,,,,,,,,
193900,New York University,90241573,87095058,72108260,77918481,87456325,84621009,70384388,56038892,
218414,Newberry College,5369445,5270942,4836689,3698532,3952537,3826268,3245131,2589146,
155335,Newman University,3478876,3394979,4162251,3255449,2742410,2842337,2483105,2660335,
193973,Niagara University,14858674,12724468,12884356,13152739,12733728,11625419,12405806,10964205,
167260,Nichols College,6989784,7312100,7091938,6032374,5161656,6390926,6055781,4651067,
461795,North American University,428800,275000,218000,659167,884250,533252,564288,727905,
199209,North Carolina Wesleyan College,6073166,8582328,6599675,5805947,5651668,5084897,2931997,2012138,
147660,North Central College,13413666,12471844,13135017,12060176,11666255,10915379,9105377,8679345,
174437,North Central University,2766072,2425987,1976787,1881474,2213927,1805412,1746251,1772738,
218441,North Greenville University,3794520,5291971,4620132,3780292,4507536,4907366,3501979,3507968,
147679,North Park University,5637355,5722750,4533659,4095413,3869402,3879200,3124578,2883915,
439817,Northeastern Seminary,,,,,,,,,
167358,Northeastern University,81093588,67774108,72288220,62526254,60474996,60309364,52574231,45804010,
482705,Northeastern University Lifelong Learning Network,,,,,,,,,
147697,Northern Baptist Theological Seminary,,,,,,,,,
239512,Northland College,4379605,3488937,4364275,3718697,2794994,3100884,2711501,3316317,
217606,Northpoint Bible College,69545,44262,44262,44589,37685,88694,28540,59482,
443030,NorthShore University HealthSystem School of Nurse Anesthesia,,,,,,,,,
142461,Northwest Nazarene University,5152979,4730877,4843752,3992294,4330189,4039858,3316344,3245724,
236133,Northwest University,3635742,3756305,2848998,2896569,2576631,2292603,2453765,2443584,
487603,Northwest University-College of Adult and Professional Studies,18479,19010,15971,1000,25307,605,,,
154101,Northwestern College,5407202,4812964,4661649,4677282,4420919,5172021,4357625,4332782,
174507,Northwestern Health Sciences University,5227,,6402,750,1000,1471,4100,2362,
147767,Northwestern University,57694388,49807712,48779680,44297834,39743152,36448662,35378417,33224383,
171492,Northwood University,4935490,4401662,3783771,3888467,3916865,3692298,3660201,4616913,
230995,Norwich University,20775400,19482979,18408263,22892962,12893292,14314331,11357035,10359779,
204468,Notre Dame College,6983052,5806364,5004574,4771873,5196811,4823949,4440467,5785305,
120184,Notre Dame de Namur University,2573168,4305088,3228083,2792367,2777542,2742536,2682439,2699851,
163578,Notre Dame of Maryland University,2105550,5265225,3157075,1800504,1805798,1928687,1828919,2031369,
136215,Nova Southeastern University,26926982,20840818,14819980,9538944,8653820,7200925,7137611,4904879,
194161,Nyack College,1367957,2673976,2600238,2596989,3232229,3023406,2835650,3160917,
174525,Oak Hills Christian College,89270,100448,106834,65490,72616,130185,98047,127373,
152099,Oakland City University,1945913,2125357,1510615,1119341,1139590,389336,1131784,1101340,
101912,Oakwood University,2257214,3285833,2793992,2578666,2016821,2135942,2177511,1905009,
204501,Oberlin College,22759605,21083505,17085180,17756192,16002553,15202734,15159514,13562401,
227289,Oblate School of Theology,,,,,,,,,
120254,Occidental College,13449582,14495834,12952120,11262627,11138666,10988970,10231512,9400781,
140696,Oglethorpe University,10585784,8105024,8014258,7524178,6958380,5685570,5555838,5289308,
201964,Ohio Christian University,1093442,1049219,1308498,1479203,867621,1100032,1224315,1091299,
204617,Ohio Dominican University,5499595,4755074,4385920,4011065,4506818,4115992,4410641,4543991,
204635,Ohio Northern University,12512087,13705202,12503677,11158108,9998603,11149803,15024661,14672714,
237640,Ohio Valley University,883720,870975,1499303,984429,699385,755810,757203,949874,
204909,Ohio Wesleyan University,13067373,14223886,13125405,14064674,12018332,11992670,13036575,13486461,
194189,Ohr Hameir Theological Seminary,,,7200,14992,16725,43257,0,14660,
207403,Oklahoma Baptist University,7305458,8185720,9009175,9300907,7742501,6683287,7276217,6062918,
207324,Oklahoma Christian University,5452237,5552070,6152520,5133670,4547098,4929567,4431423,3667078,
207458,Oklahoma City University,6001630,6517560,4755852,5269116,5066244,4579692,4129865,4352340,
206835,Oklahoma Wesleyan University,2027423,2287933,2035769,2001667,1559974,1656016,1547929,1176227,
171599,Olivet College,5559327,4470956,4478018,4884075,2814077,2229310,2460224,2636756,
147828,Olivet Nazarene University,16795069,15974769,16770447,15153547,15331270,15383339,14232026,10728153,
461120,Omega Graduate School,,,,,,,,,
207582,Oral Roberts University,12927644,10213155,8861894,7805717,5237834,4991146,4979866,5121179,
369659,Oregon College of Oriental Medicine,,,,,,,,,
120403,Otis College of Art and Design,4211013,3777732,2153276,2646027,2019498,2530787,1567087,2292345,
155636,Ottawa University-Kansas City,,,,,,,,,
428259,Ottawa University-Milwaukee,,,,,,,,,
155627,Ottawa University-Ottawa,3079332,4131142,2786487,2744204,2507356,2557316,2124158,2257608,
105367,Ottawa University-Phoenix,,,,,,,,,
464226,Ottawa University-Surprise,2020359,2335810,3213275,,,,,,
204936,Otterbein University,12355428,10701374,10779575,11673932,8766300,7485367,8771882,8151124,
107512,Ouachita Baptist University,7500628,6957019,7449503,5826877,5247552,4994594,4401202,3943971,
227331,Our Lady of the Lake University,5022044,5622917,4802560,2479876,3257883,4192965,3473328,3322395,
178679,Ozark Christian College,658550,610742,480075,440220,531476,568235,640145,689455,
194310,Pace University,52074956,53258243,52168174,48502164,47386839,43479222,35811554,35798564,
236230,Pacific Lutheran University,15508685,16586845,14988885,15111987,14210161,11137489,11915377,11097367,
209603,Pacific Northwest College of Art,1660533,1564058,1452959,1133219,878018,963865,779365,944555,
455406,Pacific Northwest University of Health Sciences,,,,,,,,,
120768,Pacific Oaks College,,,,,,,,,
120795,Pacific School of Religion,,,,,,,,,
120838,Pacific States University,0,0,,0,0,0,,0,
120865,Pacific Union College,2676581,2616349,2923799,3593621,3075853,4008945,3940448,2924467,
209612,Pacific University,11413781,11585742,10278941,10282274,10375044,9367091,8760339,8342380,
140720,Paine College,426749,1331842,389397,161491,251816,153200,723800,334250,
136330,Palm Beach Atlantic University,9198116,8820857,8433566,7580792,7604880,6988359,8366752,4790160,
154174,Palmer College of Chiropractic,,,0,0,0,0,0,0,
120698,Palo Alto University,,,,,,,,,
121628,Pardee RAND Graduate School,,,,,,,,,
178721,Park University,1135394,669314,598400,401525,300931,462850,910630,986695,
243823,Parker University,91387,421359,205158,192861,5218,20738,17463,,
227429,Paul Quinn College,285470,128000,333136,663652,279726,152100,257603,21000,
194392,Paul Smiths College of Arts and Science,3371131,3133378,2741874,2878713,3083834,3295329,3056287,3263043,
204990,Payne Theological Seminary,,,,,,,,,
214883,Peirce College,109979,37049,254983,99865,104731,133326,44839,23765,
214971,Pennsylvania Academy of the Fine Arts,640776,724356,596537,558750,493270,269135,455831,259602,
215053,Pennsylvania College of Art and Design,315350,236225,259400,250525,211589,120230,77500,43000,
442356,Pennsylvania College of Health Sciences,48120,71999,83340,21300,59033,1836,500,500,
219842,Pentecostal Theological Seminary,,,,,,,,,
121150,Pepperdine University,18360257,20462713,21322822,18035465,14797695,13561051,18745669,16761050,
199306,Pfeiffer University,4019909,4397939,4411971,2439987,2348024,3100687,2559242,2714760,
215123,Philadelphia College of Osteopathic Medicine,,,,,,,,,
107600,Philander Smith College,1972719,2148968,1997168,1297717,889928,625619,978783,921379,
189282,Phillips School of Nursing at Mount Sinai Beth Israel,,,0,0,0,0,10000,18070,
414966,Phillips Theological Seminary,,,,,,,,,
381459,Phoenix Seminary,,,,,,,,,
140818,Piedmont University,4252066,3762906,3940975,3256804,3129536,2983774,2415663,2075319,
440794,Pillar College,140824,101647,82249,149894,54478,434679,125389,57893,
167455,Pine Manor College,1657791,1572400,2055931,1692875,1338575,1658723,854274,1268425,
215415,Pittsburgh Technical College,1426793,1649083,1417890,1372783,1414492,1726683,1684951,1387740,
215424,Pittsburgh Theological Seminary,,,,,,,,,
121257,Pitzer College,4137150,3902453,4131774,4232604,4040340,3299214,2939035,2767086,
121309,Point Loma Nazarene University,8712419,8672242,7886811,7107752,6688622,5407039,5693394,5253972,
215442,Point Park University,11258148,10243379,10665473,9800319,8720495,8267764,6369616,5966199,
138868,Point University,1445728,1340996,1869727,1774859,1874253,1983546,1539549,1288467,
456481,Polytechnic University of Puerto Rico-Miami,0,0,0,0,0,0,0,0,
456490,Polytechnic University of Puerto Rico-Orlando,0,0,0,0,0,0,0,0,
121345,Pomona College,11281526,10499001,11824359,10718058,9641582,10428737,8505365,8241345,
205027,Pontifical College Josephinum,0,1500,4800,5000,5425,2625,1200,5275,
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,,,,,,,,,
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,,,,,,,,,
167464,Pope St John XXIII National Seminary,,,,,,,,,
194578,Pratt Institute-Main,12887521,13033162,10946534,11749850,9480455,9357930,8718893,8406422,
218539,Presbyterian College,8704273,8010140,6989469,7098069,6083664,6461703,6810375,6277945,
490045,Presbyterian Theological Seminary in America,,,0,2016,,,,,
105589,Prescott College,975346,842405,1045484,608417,423806,471115,454795,798655,
219295,Presentation College,774766,938804,1040761,1402584,881284,838172,592207,421118,
486433,Presidio Graduate School,,,,,,,,,
186122,Princeton Theological Seminary,,,,,,,,,
186131,Princeton University,42421458,41465150,37911283,35513974,33507113,30928218,29349432,28520336,
148016,Principia College,1853786,2790444,2375090,3007143,1982825,2793014,2805158,2520485,
455770,Providence Christian College,626563,607242,604812,900032,770104,429082,264225,226922,
217402,Providence College,23569736,22150333,19839727,18209184,17028475,17921968,18227776,16125486,
199412,Queens University of Charlotte,7032744,7721103,9060739,5446565,4825689,4992294,4758108,4533998,
148131,Quincy University,4702340,5121901,4296737,5454128,4802408,3943889,4559881,4161232,
130226,Quinnipiac University,35077038,41461603,42363278,39051849,35961193,29842491,30190149,26363444,
384421,Rabbi Jacob Joseph School,113077,26544,124471,116393,105979,80758,156993,202304,
194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,168493,324994,226281,220201,202221,232200,182009,108686,
194693,Rabbinical College Beth Shraga,66019,47089,28740,99689,104979,54405,25939,49974,
194666,Rabbinical College Bobover Yeshiva Bnei Zion,0,0,0,0,0,0,0,0,
186186,Rabbinical College of America,209583,213105,311359,300980,340775,269156,115060,25171,
194736,Rabbinical College of Long Island,111930,182417,164538,159875,143575,,,,
405854,Rabbinical College of Ohr Shimon Yisroel,92800,74200,94485,35250,48630,50340,49850,42970,
484871,Rabbinical College Ohr Yisroel,0,0,0,0,0,0,16000,,
205124,Rabbinical College Telshe,38233,40584,54922,51721,30665,54210,50855,51450,
194763,Rabbinical Seminary of America,820500,625153,743049,447490,1041740,696695,614139,444646,
231837,Radford University-Carilion,,402269,624038,351701,498266,593038,420326,405924,
207157,Randall University,300493,433477,303650,215840,243055,133713,102000,123225,
233301,Randolph College,4074435,4327914,4842902,4205160,3969029,4138230,4855350,3395174,
233295,Randolph-Macon College,11549271,10194854,8523106,8805744,8544988,8238746,6810672,7109325,
178891,Ranken Technical College,1499406,885014,784948,821069,811049,679893,810916,871596,
215619,Reconstructionist Rabbinical College,,,,,,,,,
209922,Reed College,8948528,7945242,7643968,6315895,8201634,6061244,6651865,5373827,
215628,Reformed Presbyterian Theological Seminary,,,,,,,,,
490230,Reformed University,500,3600,4000,12000,,,,,
231651,Regent University,2880002,3158570,2312976,1645579,1888857,1252885,1526551,1073987,
167598,Regis College,5609900,5688611,7044373,5703600,6130550,5493720,6152125,5627230,
127918,Regis University,9516230,9523440,9864918,8573122,8741726,7810141,5742971,7842391,
140872,Reinhardt University,3876512,4011576,3468779,3041177,1947362,2169909,2940128,2236892,
492209,Reiss-Davis Graduate School,,,,,,,,,
475033,Relay Graduate School of Education,,,,,,,,,
223463,Remington College-Dallas Campus,41111,54196,109474,118420,79178,162081,409037,75241,
377111,Remington College-Fort Worth Campus,42809,28361,47029,56658,44042,83959,92166,63449,
412599,Remington College-Memphis Campus,56371,38598,49890,62361,68341,144726,208729,1636,
366535,Remington College-Mobile Campus,13000,19917,21556,45598,26528,75822,141171,5164,
445203,Remington College-North Houston Campus,22458,27376,55639,70578,52140,66973,108374,38159,
451866,Remington College-Shreveport Campus,37028,23292,21972,22444,31007,59958,92466,20111,
129428,Rensselaer at Hartford,,,,,,,,,
194824,Rensselaer Polytechnic Institute,43258466,43861673,39794425,43069033,33130362,29760440,31215499,27760624,
149763,Resurrection University,,,,,,,,,
217493,Rhode Island School of Design,4734134,5137799,4276080,3992777,3719221,3600000,4150374,3553076,
221351,Rhodes College,15735876,15385064,14058535,13409394,13393680,11086022,10964942,10812256,
227757,Rice University,26078289,23663637,22963460,19883814,18073749,16067953,17876097,17656070,
441104,Richmont Graduate University,,,,,,,,,
186283,Rider University,22956660,22802314,22791418,18211331,17580777,18818272,15351199,13757580,
136774,Ringling College of Art and Design,5379341,4904930,4056225,3982088,3408696,2636899,1305675,1379644,
239628,Ripon College,6847590,7331550,6867382,5498447,4963124,4553319,4525089,3575870,
183211,Rivier University,3824315,4851010,4580252,5396450,2640863,2117270,2276630,2482088,
