UnitID,Institution Name,Total expenses-Total amount (F1819_F2),Total expenses-Total amount (F1718_F2_RV),Total expenses-Total amount (F1617_F2_RV),Total expenses-Total amount (F1516_F2_RV),Total expenses-Total amount (F1415_F2_RV),Total expenses-Total amount (F1314_F2_RV),Total expenses-Total amount (F1213_F2_RV),Total expenses-Total amount (F1112_F2_RV),
477950,Stevens-Henager College,2353858,2408856,2749469,3044381,2942582,2569471,2153781,,
164173,Stevenson University,89299200,91758483,97498579,99211268,97161805,94769645,87655763,81957689,
102270,Stillman College,18471215,14207251,13888623,18602769,23027523,20939067,21179611,19550806,
167996,Stonehill College,102369915,97044364,92843039,92691053,90799290,92980717,93550508,87821629,
168005,Suffolk University,231877631,214199571,233615847,216120062,215265750,220553770,222066501,227499126,
447953,SUM Bible College and Theological Seminary,6294900,5272200,4819500,4468200,3942400,3599200,3450900,3177100,
181543,Summit Christian College,695477,688860,752541,671821,652867,637408,611907,601060,
216278,Susquehanna University,85112710,82104501,81665928,76658061,74048204,74811027,74059122,71242859,
216287,Swarthmore College,179033000,169078000,161332000,148086000,137963000,135955000,128147000,124327000,
233718,Sweet Briar College,27964537,29794075,31236327,28258289,45336846,35440654,34815046,37113537,
196413,Syracuse University,1026212605,954688418,934603681,905148753,876249740,838167069,808870625,810091405,
155973,Tabor College,15946282,15852321,14744232,14767950,15249668,14614626,14023961,13229125,
102298,Talladega College,20496405,14708475,15616205,14633542,16238504,16379119,15522507,13421225,
137777,Talmudic College of Florida,4331374,3593680,3893803,4270639,3387317,2623575,2258241,2821840,
186900,Talmudical Academy-New Jersey,766724,833582,863009,777300,812353,804352,763001,773786,
196440,Talmudical Institute of Upstate New York,1848481,1904277,1833077,1761991,2118272,1599838,1606309,1624041,
451404,Talmudical Seminary of Bobov,4977852,3992819,4084616,3246802,3571273,2933459,2160748,1913710,
196431,Talmudical Seminary Oholei Torah,4497653,4180464,3618225,4044476,3668255,3548435,3521043,4744050,
216311,Talmudical Yeshiva of Philadelphia,4716714,4273751,4096020,4139108,3833021,3945233,3812367,3759916,
152530,Taylor University,67539000,65243000,65083000,64833350,62792162,63573777,63262980,60868759,
196468,Teachers College at Columbia University,213926070,217704971,211959083,205660148,195773062,185079678,180931459,176339372,
149329,Telshe Yeshiva-Chicago,4142517,4110439,4012677,4089153,4109188,3873718,3879783,3748941,
221731,Tennessee Wesleyan University,18186679,16601228,16010417,16241276,16743514,16234296,15304939,14440401,
228866,Texas Chiropractic College Foundation Inc,9342255,9269050,9480104,9869994,9667414,9937397,10677159,11093633,
228875,Texas Christian University,534559000,499615000,472482000,439217000,401251000,371906000,352752000,336876000,
228884,Texas College,16501118,16206134,16547224,14390327,12507266,11543060,11420943,11829500,
228981,Texas Lutheran University,38264918,38483170,36874927,36861998,36558117,34621105,33374896,32850708,
229160,Texas Wesleyan University,56276910,59211115,57404836,55805108,52514011,49825998,60253361,61567839,
132408,The Baptist College of Florida,6531161,7137568,7141242,6991790,6829201,6732186,6610097,6523613,
131283,The Catholic University of America,231336000,226565000,224808000,221298000,219996000,217617000,216050000,218704000,
455433,The Chicago School of Professional Psychology at Anaheim,,,,,,,,,
143978,The Chicago School of Professional Psychology at Chicago,98818738,95163711,88865396,87520466,86938000,94742229,85154732,90027210,
455664,The Chicago School of Professional Psychology at Los Angeles,,,,,,,,,
491190,The Chicago School of Professional Psychology at San Diego,,,,,,,,,
459745,The Chicago School of Professional Psychology at Washington DC,,,,,,,,,
487153,The Chicago School of Professional Psychology at Xavier University of Louisiana,,,,,,,,,
201821,The Christ College of Nursing and Health Sciences,10411132,9774203,8881474,8668139,8875506,8155743,6908549,6346731,
142294,The College of Idaho,33586317,34320782,33294448,31438033,30210177,27206344,25308760,25121099,
195234,The College of Saint Rose,80135954,80967991,82864902,86953063,89886371,91008325,88937984,94807185,
174899,The College of Saint Scholastica,80423714,77050296,73425834,73543608,74621676,76666621,72255082,69044130,
206589,The College of Wooster,101024766,93762689,92120031,89189259,88427769,85925455,84070757,82203292,
191320,The General Theological Seminary,9697355,9762316,9067854,9722794,10698056,10000253,12383619,15484859,
146241,The John Marshall Law School,36361317,40831827,36831370,38643146,46029357,49821864,49565254,50683026,
192110,The Juilliard School,114555153,112736980,113466499,107306331,99831411,91634931,89458637,85106307,
454184,The King's College,23677290,24157231,22903707,22002592,21180753,21552602,20042195,18675921,
439701,The King's University,9733938,9319001,9485682,10442845,10327540,9663391,6428688,4915285,
117751,The Master's University and Seminary,42049420,41854121,40441768,38476510,36365679,33450424,33265843,32218463,
167057,The New England Conservatory of Music,52165717,48964915,41221315,38832272,41203193,44193956,38755996,36608535,
193654,The New School,420524000,403328000,432011000,371452000,357982000,330793000,307365000,310363000,
475228,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,,,,,,,,,
125037,The Santa Barbara and Ventura Colleges of Law at Ventura,3764893,2997681,2842907,2840820,2637666,2560411,2493200,2365861,
104665,The School of Architecture,2297033,2340229,1822656,945414,1013741,999665,831568,910506,
441131,The Seattle School of Theology & Psychology,6935390,6429143,6298555,6016070,5594332,5299948,5084967,4765674,
157748,The Southern Baptist Theological Seminary,47982942,44238211,45272913,45498875,42880683,38314561,35991598,37024938,
475237,The University of America,,,,,,200000,50000,,
202763,The University of Findlay,88458801,91180498,91549708,89429472,86567597,79126367,79048987,76351193,
137847,The University of Tampa,214940709,191352855,177431474,168439891,159670302,142048805,137585218,126988490,
215105,The University of the Arts,75407363,75834980,73487075,73794004,70758181,71151524,69365753,75405239,
221519,The University of the South,108699761,108889897,104074147,104557844,95213101,87442378,82702317,80551105,
126012,The Wright Institute,14029003,12818034,11628459,10619557,9516523,8771851,8160680,7999323,
216348,Theological Seminary of the Reformed Episcopal Church,641083,654538,688435,661812,670897,,523363,,
216357,Thiel College,26440661,26770360,27982593,28463483,29289986,28194139,27314306,27213602,
124292,Thomas Aquinas College,22890158,20354771,18631497,17637625,16797206,16427628,15907494,18135853,
161563,Thomas College,20478165,20189817,20740990,19350245,17170587,16734639,15456606,14933081,
126049,Thomas Jefferson School of Law,12184074,22900737,23436772,25202076,29812409,37568541,41310988,43539559,
216366,Thomas Jefferson University,5165212035,4717991846,3903181721,3044344123,2126339919,756971209,729627678,751947139,
183275,Thomas More College of Liberal Arts,2713974,2962739,2652907,2536560,4245021,2444860,2654675,2819027,
157809,Thomas More University,32616641,29901914,28770460,27688729,25943546,24808931,24155067,24049589,
141167,Thomas University,14844897,15494940,14969446,14142407,12997939,13166400,12241838,12010959,
206048,Tiffin University,45205828,44733276,42675469,43716735,43943874,48637027,39580386,38098784,
141185,Toccoa Falls College,16984605,14879487,20814125,20315262,20422204,19898115,18913794,18557100,
196583,Torah Temimah Talmudical Seminary,1158611,1299369,1622750,1801931,2210138,2155417,2649914,2945585,
176406,Tougaloo College,25851367,24779512,24086872,26165163,25152293,23576497,24460756,25164572,
196592,Touro College,266655000,242287000,240236000,243385000,228335000,224452000,219758000,218399000,
459736,Touro University California,62487802,61960809,58473915,56598583,45433384,42631844,39000383,48956000,
459824,Touro University Nevada,53218000,50251000,48325000,46391000,41903000,31962000,59942000,31136000,
459727,Touro University Worldwide,12752101,15590743,9450480,6781000,5608932,4618857,4218895,3729975,
445054,Toyota Technological Institute at Chicago,9480833,9329202,8513169,8289790,7517174,,,,
157818,Transylvania University,40003604,39632104,37226391,37939692,38842381,39882582,38293515,36680650,
221892,Trevecca Nazarene University,55779212,52618574,47610518,43595012,38286667,38016879,37793933,37611244,
206154,Tri-State Bible College,438991,416479,523491,603073,511277,477001,429844,388053,
152567,Trine University,60401142,58567512,53975698,50796983,44688943,38816852,36234716,38159289,
414878,Trine University-Regional/Non-Traditional Campuses,,,,,,,,,
137953,Trinity Baptist College,3909332,3650754,3512841,3723921,3444874,2860084,2590442,2389293,
200484,Trinity Bible College and Graduate School,6022365,5476901,5144408,4976552,4996723,5309621,5436246,6006147,
149505,Trinity Christian College,29969067,29504918,29094292,29635003,31116834,30450892,29642894,30754810,
130590,Trinity College,160929728,147167794,145292051,151497337,145326212,148145410,137665114,130841366,
137962,Trinity College of Florida,3691163,3397238,3328142,3314455,3094401,3170711,3018115,3001564,
146755,Trinity College of Nursing & Health Sciences,3435948,3690859,3827076,3739731,3325750,3465206,3511130,3574410,
216463,Trinity Episcopal School for Ministry,5010929,5661685,4996691,5025127,4709192,4211671,4154240,4039364,
135610,Trinity International University-Florida,2167592,3220923,3891039,3486214,2774864,3438808,3739697,3655272,
149514,Trinity International University-Illinois,36955293,37832841,37987363,35526263,30390570,33615711,33081371,34578813,
123448,Trinity Law School,5401361,4806795,4147219,4224109,3665829,4652433,4428036,4212700,
229267,Trinity University,142692005,135618260,129624918,123211446,118003098,126044962,108170418,112564920,
131876,Trinity Washington University,33751752,32960428,31956252,31023957,31665464,31384883,30787792,29361365,
196653,Trocaire College,19103449,18868348,17839172,17928306,17487523,17126621,18110771,16736469,
141237,Truett McConnell University,21627839,21324976,18596179,16484874,14957500,13135587,12486907,11449205,
168148,Tufts University,941399408,903723548,884051221,835958007,812338323,787773969,767133222,728647518,
160755,Tulane University of Louisiana,1004610000,967263000,913950000,894464000,859277000,827689000,802245000,795531000,
200527,Turtle Mountain Community College,17845805,16881460,15611015,17075275,16286650,16585199,14535735,14812479,
221953,Tusculum University,32620336,31773729,30161101,28744645,30572245,30046946,29573779,30104749,
102377,Tuskegee University,125012842,122619270,124883720,139703749,154067412,152572824,148050823,139450793,
246789,Unification Theological Seminary,2786108,2849730,2493393,2622027,3716813,3576946,3198699,2648297,
491525,Union Bible College,914032,836052,,,,,,,
157863,Union College,21095976,19928746,18870751,19115528,19535837,19340591,19349395,18654721,
181738,Union College,26431153,23172085,25531409,25181878,24616172,27806305,25561086,26121220,
196866,Union College,132504101,132229420,133635829,129372513,126092408,121500177,117304117,114448723,
206279,Union Institute & University,17444110,19441834,19936418,21685884,24109105,25371947,26000513,26923641,
233842,Union Presbyterian Seminary,14828376,14540267,14277948,15575995,16035342,15089680,15269187,15784990,
196884,Union Theological Seminary in the City of New York,25496731,22958881,19407079,20827737,19955409,18574768,17379064,16855635,
221971,Union University,63303496,64000510,64885042,64638552,63247855,65757480,66991733,65750565,
213631,United Lutheran Seminary,14623145,14442024,7327910,7130031,6952768,7250818,7264472,5637181,
102395,United States Sports Academy,4648682,4825350,5050458,5036314,5758722,5619432,5440571,5629234,
197018,United Talmudical Seminary,28476436,27448812,24749608,23666844,21846145,19432659,16106753,13924741,
206288,United Theological Seminary,6322934,6264986,6203309,7740970,8629581,9420254,8038733,6293783,
175139,United Theological Seminary of the Twin Cities,5130294,4307519,4086914,4422061,4783656,4106881,3814301,3419557,
200554,United Tribes Technical College,21567799,23627109,22742187,26082923,28989524,33170803,31906891,30613871,
161572,Unity College,22630833,19186002,16865560,17409670,15846521,14568816,12720059,12551205,
128744,University of Bridgeport,100727000,106741000,104780000,102940000,92502000,80907000,80228000,78157000,
237312,University of Charleston,44893967,43651236,42935400,44894420,43244280,41546948,37969607,36228234,
144050,University of Chicago,3923555346,3665394192,3622060511,3486828762,3375277935,3288220507,3240518140,3101539832,
224323,University of Dallas,62045000,61698000,62196000,61568000,57253000,54691000,52466000,51660259,
202480,University of Dayton,564219000,527099000,492508000,462427000,435315000,405696000,400473000,377595000,
127060,University of Denver,495566669,460564845,421048221,399483368,382096724,364932631,367291465,356334704,
169716,University of Detroit Mercy,165187526,171305877,152928472,154815365,141561303,140222431,133983643,141461865,
153278,University of Dubuque,63780007,59954833,56945852,54299816,51095853,47248174,44921425,42422154,
150534,University of Evansville,71414310,73181669,71774658,69561347,71133705,70083015,70115245,68808874,
457402,University of Fort Lauderdale,1269178,1342379,1368935,1129891,1151998,1146440,1038867,1224996,
129525,University of Hartford,185419000,181552000,181148000,181629000,173767000,167521000,168715000,169817000,
179265,University of Health Sciences and Pharmacy in St. Louis,54630188,51888098,47142348,46987070,43355664,40028260,35759353,33269925,
160065,University of Holy Cross,18377674,16486945,15240586,13907581,14622398,13688679,12950906,12933127,
151263,University of Indianapolis,125380738,120548091,112708384,112369043,107976470,98932279,90789032,96667629,
200156,University of Jamestown,25780577,24715470,23962746,22305530,20592250,19398692,17388891,16398817,
117140,University of La Verne,156314030,151487918,149214422,143760613,140189832,134992322,123918651,114066311,
232609,University of Lynchburg,74061687,70483620,68250742,65961275,64602291,61765697,61252017,59077821,
200217,University of Mary,89251722,76079005,70187032,62202234,62611595,55040798,46947005,43492850,
226471,University of Mary Hardin-Baylor,86662609,83507945,82227486,78816583,74208427,69344107,61985459,56883803,
135726,University of Miami,3498876641,3191549525,3009798751,2833402151,2684120928,2544030428,2518541849,2431466974,
101693,University of Mobile,31108237,29164840,28492888,29164419,29100111,26690187,25716507,25700384,
199069,University of Mount Olive,44421041,44311526,41181595,39167341,38010935,34935518,35750573,34478332,
204185,University of Mount Union,58959734,57630326,57463834,56325784,55723657,53468900,54330239,51178229,
161457,University of New England,190375331,187677977,174623301,161796129,151925834,146699582,132152913,127442045,
129941,University of New Haven,208791765,188884713,176547825,176277082,168902339,150479037,142545325,134176291,
204486,University of Northwestern Ohio,44230496,45155002,47074035,47716321,45089682,43856272,44461301,45047486,
174491,University of Northwestern-St Paul,82935786,79189288,74571446,71661531,72222945,69780247,65941914,62359184,
152080,University of Notre Dame,1345338000,1283115000,1169287000,1109511000,1057690000,1007718000,959267000,942991000,
215062,University of Pennsylvania,10498938000,9561019000,8850931000,8139987000,6723115000,6348798000,5896431000,5865047000,
157535,University of Pikeville,54613166,52579534,48041882,43844682,41336565,37678008,37316486,29475525,
209825,University of Portland,142252000,135995000,126618000,121915000,122572000,106793000,104581000,102731000,
180258,University of Providence,25385761,23220686,18563589,16239124,15611377,14969129,14894070,14808348,
236328,University of Puget Sound,119084000,121567000,118227000,118129000,114020000,108934000,108915000,107183000,
121691,University of Redlands,141460018,128438519,127562546,127557735,123081659,120151172,119049549,111803203,
122603,University of Redlands Graduate School of Theology,,9974584,8894417,8459701,8555834,8228854,8074660,7811643,
233374,University of Richmond,305638000,295593000,300111000,283890000,274366000,262443000,245454000,234761000,
205203,University of Rio Grande,21462754,23408320,22974682,23300094,25522659,26246665,26592662,26191644,
195030,University of Rochester,4518747000,4301100000,3903041000,3650678000,3328762000,3081122000,2933806000,2731929000,
152336,University of Saint Francis-Fort Wayne,46229504,44821008,42798795,40182487,38813077,38561035,37759610,38048314,
130314,University of Saint Joseph,70104000,63448000,61381000,61799000,60911000,58696000,54448000,51613000,
488785,University of Saint Katherine,3448709,3258609,2839112,,,,,,
155812,University of Saint Mary,24961616,25168170,25187688,23970802,22108943,20543772,17232731,16450323,
148885,University of Saint Mary of the Lake,21628061,19834538,16686770,15464814,16310476,11886934,13136573,12115979,
122436,University of San Diego,341141000,327315000,321161000,311139000,293522000,282302000,270064000,265892000,
122612,University of San Francisco,379472000,379402000,367394000,355036000,342592000,323596000,304427000,280341000,
215929,University of Scranton,163064596,161374473,162597402,158980584,160555933,155403572,149193296,144320093,
219383,University of Sioux Falls,26101080,26794841,26411279,26112990,24874998,24232074,24853347,23179833,
123961,University of Southern California,5609162000,5020342000,4370669000,4179379000,3980355000,3682731000,3273784000,3165396000,
148584,University of St Francis,49334971,48086981,47644634,49347629,48697348,45083717,42720476,41128474,
174914,University of St Thomas,275875168,266593261,262083653,271298470,248986281,258065219,245315866,231934644,
227863,University of St Thomas,67451832,63656411,63184870,63967528,64781481,64982029,61992778,57997493,
156541,University of the Cumberlands,91439375,72805419,58243814,60822248,49808626,47441312,42827110,39074668,
225627,University of the Incarnate Word,177062720,172599910,172550030,154129761,143379537,136088947,124115822,107618196,
107558,University of the Ozarks,23778697,22100486,21627064,21320306,19718708,19940056,19178751,19228039,
120883,University of the Pacific,339910837,339879276,330957283,322520957,311233908,306678480,316334000,317298000,
215132,University of the Sciences,94185317,90788304,96497875,91554916,92941660,91871367,88902536,87624599,
188182,University of the Southwest,13055934,12399251,12424779,11740948,11695965,10710511,10333308,9928529,
449870,University of the West,8286906,9170269,8616535,8338735,8397284,7595277,6924887,5569536,
207971,University of Tulsa,212905703,204519125,207678988,225470312,216580556,206246656,203908294,187610161,
216542,University of Valley Forge,15074510,17360373,19213855,19925080,20650155,19924864,18779697,19375491,
210438,University of Western States,25659385,23509100,22504999,22047234,20552342,19364859,18361789,16672440,
154493,Upper Iowa University,53996038,54909313,56639857,58847589,58172146,57255612,61283720,56110093,
440004,Upper Valley Educators Institute,855126,817761,815776,914437,786265,823742,865063,786083,
455099,Urshan Graduate School of Theology,1323853,1363539,1306986,1223299,1267525,940774,978536,881896,
216524,Ursinus College,67863827,65617489,64286733,62860693,62550078,60424981,59693006,63539738,
206349,Ursuline College,24231218,22624498,22459925,23245205,23909019,24049471,24187574,23635317,
446604,Uta Mesivta of Kiryas Joel,22166109,19900724,17799017,15978447,15289935,15342390,13448424,10369672,
197045,Utica College,84203452,81970145,79454195,79800121,74568537,69539047,69235273,63795173,
152600,Valparaiso University,126565000,131943000,130306000,135291000,134959000,130716000,122467000,119350000,
221999,Vanderbilt University,1269005649,1203324838,1204172344,1129553261,3933142485,3754481066,3669099706,3507399313,
149639,VanderCook College of Music,5472250,5505100,5403323,6018436,6057688,5478615,5298943,5572098,
123651,Vanguard University of Southern California,46127311,44996459,43731769,41175281,40820778,41445127,40307030,37854645,
197133,Vassar College,200214236,194598000,185714000,178270000,177938000,172741890,169203461,164479014,
188340,Vaughn College of Aeronautics and Technology,40669092,38675418,37938431,38711980,37576487,34669470,32809050,30282910,
455992,Vermont College of Fine Arts,10887476,11280119,11564475,10737329,9729359,9311502,8698013,8185987,
231147,Vermont Law School,21359703,24973391,26092606,23907562,25170238,25633916,28781833,28402135,
197142,Villa Maria College,9248948,9662084,9093213,8430347,7790965,7294544,7101440,6849376,
216597,Villanova University,442466291,423625084,392926316,382670489,377542538,373793716,367942350,361004826,
449834,Virginia Beach Theological Seminary,612665,675857,599503,638787,583145,,,,
234164,Virginia Union University,39066712,37952835,37499016,37230129,35469247,32779669,31594324,30559061,
490106,Virginia University of Integrative Medicine,3005287,1663856,1258496,,,,,,
234137,Virginia University of Lynchburg,4324909,4370179,4638675,4803325,4473397,5377003,7143171,9796936,
234173,Virginia Wesleyan University,43166601,42909781,39562770,39731496,41024539,39282315,38424349,36374194,
449764,Visible Music College,4017187,3593602,3752492,3959361,3815482,3371955,3485518,2587562,
240107,Viterbo University,41876723,42943790,43370786,42249769,41132981,40708725,39978463,38813702,
218919,Voorhees College,14170884,13347775,12654561,12839584,12974717,16742953,16863002,17938666,
446613,W L Bonner College,,,,117306,117279,572271,,572271,
152673,Wabash College,57484513,52332126,51317829,50839169,50208856,48661388,48080079,50192353,
197197,Wagner College,74798140,76157239,74378703,72451900,72318392,71376865,69004372,67119263,
199847,Wake Forest University,1578950000,1430974000,1397462000,1307458000,1166079000,1251827000,1118724000,1095319000,
236896,Walla Walla University,51314864,48915442,47359127,47273985,47118034,47187933,47372190,46222095,
172608,Walsh College,29057904,26859275,27857852,29708733,28703588,27188137,22900735,29377380,
206437,Walsh University,50392683,50025570,50276812,49979105,48918655,48649387,46243993,43726189,
210304,Warner Pacific University,17770170,19625908,19296477,20468508,21698682,22977846,23604645,23059848,
480198,Warner Pacific University Professional and Graduate Studies,,,,,,,,,
138275,Warner University,18059631,18552751,17738497,17888497,18567351,15691237,15201174,14445225,
199865,Warren Wilson College,28185848,26478648,28975359,31835023,32043025,32444489,31674389,30011125,
154527,Wartburg College,49892360,50260810,49935792,51815772,53601847,53859916,51448480,51015764,
154536,Wartburg Theological Seminary,5722847,5345709,5135060,5080475,5149483,4979438,4974751,4913377,
216667,Washington & Jefferson College,59183344,57652288,56237668,55536323,53964448,53752915,54388269,53770671,
162210,Washington Adventist University,33392912,34166261,33119691,29405669,29824636,29765148,31345831,29717560,
234207,Washington and Lee University,174293000,166566000,160919000,154112000,149830000,148018000,140774000,134629000,
164216,Washington College,68964489,71662009,69264513,66613734,67210719,63888796,63720943,66990023,
179867,Washington University in St Louis,3355734000,3133048000,2893413000,2719577000,2508882000,2382434000,2287810000,2202635000,
392840,Watkins College of Art Design & Film,5419678,6062870,5586843,5539138,5586162,5778328,5828308,6032194,
229780,Wayland Baptist University,61337103,60199920,59844741,58632185,60443266,62633996,61513769,58526035,
216694,Waynesburg University,41265638,40571437,42543240,43311057,42283991,43920682,41474134,40449091,
197221,Webb Institute,7324937,7183170,7110229,7248071,7132616,6964561,7212487,6596550,
138293,Webber International University,13624148,12564873,12906428,12947877,12822373,13188489,12849035,11800360,
179894,Webster University,179836014,188837937,194950412,197820749,205949649,198777320,205065721,198981566,
190424,Weill Medical College of Cornell University,2205873935,2123463048,2018544702,1915205152,1711694885,1538447690,1418237076,1331029908,
220206,Welch College,8423293,7746524,5686762,5262488,5348913,5155582,4791099,5143088,
168218,Wellesley College,235683000,240581000,229345000,225281000,213677000,210047000,206232000,197434000,
197230,Wells College,23697826,23430605,22825162,22778695,21917458,24410828,26723452,26425705,
168227,Wentworth Institute of Technology,130444899,125011434,117594926,119355153,107959546,100177053,95570666,95298120,
176451,Wesley Biblical Seminary,1293478,1308665,1275133,1260365,1446320,1492843,1732861,2064861,
131098,Wesley College,28862410,30134639,32725883,33600521,33276754,30378007,44784637,43815974,
131973,Wesley Theological Seminary,14472646,13599046,13271653,13617937,13140100,12870664,12633686,13032721,
141325,Wesleyan College,20297289,18696228,18540116,18808261,17938183,17552629,16938933,16617588,
130697,Wesleyan University,219575000,219470000,211512000,201721000,191795000,184655000,181232000,178665000,
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,495762,434024,476289,381247,399357,353199,381909,360961,
237969,West Virginia Wesleyan College,28060381,30983543,34445811,32916851,31004034,29859489,28406786,28845115,
490373,Western Michigan University Homer Stryker M.D. School of Medicine,100909438,96167533,90170095,,,,,,
172477,Western Michigan University-Thomas M. Cooley Law School,62465504,50580498,46819952,47588915,54584345,83709609,78148910,81844335,
168254,Western New England University,106540771,110031493,110306908,106944026,104636801,100603373,100434871,97419700,
210368,Western Seminary,8237230,7753878,7422432,7622840,7710162,7004375,6334421,5639912,
172705,Western Theological Seminary,9697790,10240005,10828014,11397116,11018513,10625352,9682131,9667514,
112525,Western University of Health Sciences,197439245,189613600,185738216,187981427,174642391,161273077,151689429,137494912,
179946,Westminster College,21563703,23504911,25615821,24248630,23500022,24868950,24274367,25024342,
216807,Westminster College,41247620,40905685,39487844,38730639,38305177,38643504,39846585,39187945,
230807,Westminster College,66919786,67004594,66963311,68013103,67836428,67939193,66738962,64050008,
216816,Westminster Theological Seminary,16683735,15698867,13553897,12659675,14209135,14453797,12363341,10947491,
125718,Westminster Theological Seminary in California,6487308,4470306,4016443,4174927,4037710,3951858,3846320,4136544,
125727,Westmont College,64574144,62822535,61492135,59262341,56698008,57445867,57099682,56831859,
149781,Wheaton College,130639102,126804949,125095328,122088038,118213356,114172290,113835144,112581092,
168281,Wheaton College,84438899,82339892,79572812,78192344,76986562,75444561,74893894,76743184,
238078,Wheeling University,29445864,28381267,36939829,33158720,33489868,36711502,36086603,37330584,
237057,Whitman College,90398144,86502698,83218746,80390831,77859925,76344362,72504902,67138950,
125763,Whittier College,70472555,75404870,76810490,76682932,74849499,71616247,70152653,67415142,
237066,Whitworth University,78590657,75030887,77929793,76164771,72772377,71474465,68550526,64438406,
475200,Whitworth University-Adult Degree Programs,2750343,2542199,2446074,2737033,2557993,2843291,3209649,2923891,
216852,Widener University,156668033,148659991,148887662,154222525,148227135,150193655,153589933,153920377,
206491,Wilberforce University,17383043,15479395,16906566,19274531,16294661,14812981,12568547,14257327,
229887,Wiley College,20657855,25289178,25722004,21611039,22117368,23862145,24826759,23955692,
216931,Wilkes University,104462788,100825615,100130569,92124007,84233572,78605834,74223641,75141331,
210401,Willamette University,91409000,93042000,98601000,98889000,97140000,95987000,96919000,95537000,
176479,William Carey University,70633438,64655105,58402470,54295987,50999348,50259307,47051339,42322512,
166717,William James College,30395641,27724361,25196480,24406955,22069207,19704296,19173510,17314882,
122728,William Jessup University,37553463,33922777,29990152,26660518,28039086,25660304,22963723,18336590,
179955,William Jewell College,34043211,36077983,35825474,35469403,34804648,33071460,32137202,30340476,
199272,William Peace University,23767408,24126048,23090954,21670541,21666849,23209304,18789353,17095321,
154590,William Penn University,23027707,22550085,22145295,23227449,24501614,26022421,25644553,25832317,
179964,William Woods University,26455501,26376306,25750639,25795307,25250929,25086767,24500826,23967617,
107877,Williams Baptist University,9806191,9254989,9310808,8707330,8480488,8056026,7532298,7214718,
168342,Williams College,273999800,249006594,236756631,243563359,221675489,205241352,190856490,192122458,
443340,Williamson Christian College,909305,818234,795274,840335,805882,769812,717063,939603,
206507,Wilmington College,25794501,25563980,25498787,24735168,24255709,24720233,23723286,24344424,
131113,Wilmington University,107547643,104656167,102700960,100884928,96365358,91375248,86273161,79788458,
217013,Wilson College,27079951,26577941,24543786,23184633,21083223,22181813,20647378,21389007,
206516,Winebrenner Theological Seminary,1484578,1947856,2490134,2477909,2888454,3097422,1896924,1881159,
199962,Wingate University,84022001,77332356,70228547,65794558,61734231,57185336,49877433,45931688,
240338,Wisconsin Lutheran College,31693226,31307976,32058963,31867056,31095541,29644396,29683452,29297727,
240213,Wisconsin School of Professional Psychology,1587136,1561079,1499207,1497534,1481768,1424654,1341989,1143003,
206525,Wittenberg University,53291301,52889874,52163632,51996728,53663210,54701705,56500677,58859483,
218973,Wofford College,75239171,71831205,67872380,63376805,61886841,59159329,57222689,55632213,
491631,Women's Institute of Torah Seminary and College,1129748,1016032,,,,,,,
442064,Won Institute of Graduate Studies,2188920,1975085,1906836,1829734,1921336,1822096,1750660,1692556,
488907,Wongu University of Oriental Medicine,1172722,1245573,1233611,1124053,,,,,
125897,Woodbury University,38739037,38937357,40505195,46592609,46896449,43187193,41457541,37635400,
168421,Worcester Polytechnic Institute,288510000,260721000,249999000,240457000,234489000,213305000,193880000,170694000,
401223,World Mission University,2471969,2439329,2267903,2223652,2040338,2071385,1749048,1934887,
486460,Wright Graduate University for the Realization of Human Potential,987808,1076676,954748,822118,839631,,,,
206622,Xavier University,195136000,186727000,174230000,168674000,165416000,162331574,164829081,165599401,
160904,Xavier University of Louisiana,121735222,115404414,108576684,107063784,100438308,101151088,102798640,103434019,
130794,Yale University,3834867064,3626458999,3480520000,3364206000,3187608000,3058920000,2976132000,2816781148,
490319,Yeshiva Bais Aharon,776925,838312,1063697,,,,,,
491622,Yeshiva Chemdas Hatorah,1784601,1513654,,,,,,,
434937,Yeshiva College of the Nations Capital,1179550,1190646,8855932,8859018,8284411,8348748,6656164,6831921,
420325,Yeshiva D'monsey Rabbinical College,1148035,1006720,899497,787178,993696,776561,556665,760581,
197647,Yeshiva Derech Chaim,2626059,2929196,2944377,2855782,2747348,2679150,2700016,2362935,
491914,Yeshiva Gedola Tiferes Yerachmiel,1876975,1757120,,,,,,,
375230,Yeshiva Gedolah Imrei Yosef D'spinka,903478,897361,1002884,1071771,986210,985241,1015986,755375,
491640,Yeshiva Gedolah Keren Hatorah,1466229,1293578,,,,,,,
481410,Yeshiva Gedolah Kesser Torah,1308389,1209248,1222568,1000528,964003,980489,835142,,
491710,Yeshiva Gedolah of Cliffwood,1839059,1588307,,,,,,,
247773,Yeshiva Gedolah of Greater Detroit,2560157,2485705,2387804,2337722,2374207,2379570,736310,729573,
488350,Yeshiva Gedolah Shaarei Shmuel,1516154,1082268,845862,746207,,,,,
491613,Yeshiva Gedolah Tiferes Boruch,1186713,1058461,,,,,,,
476692,Yeshiva Gedolah Zichron Leyma,547503,503037,514800,452371,617832,456743,500205,502055,
197601,Yeshiva Karlin Stolin,2131181,1550925,1260464,1356255,1367611,1563046,1227003,847743,
491057,Yeshiva Kollel Tifereth Elizer,1827076,1741900,1576083,,,,,,
