UnitID,Institution Name,Full time total (EF2019  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),
221999,Vanderbilt University,1603,1601,1606,1599,1607,1604,1613,1608,
149639,VanderCook College of Music,18,13,15,21,20,25,15,27,
123651,Vanguard University of Southern California,481,459,432,408,373,313,390,435,
197133,Vassar College,689,685,624,658,667,662,662,657,
188340,Vaughn College of Aeronautics and Technology,327,305,244,261,249,285,278,299,
455992,Vermont College of Fine Arts,,,,,,,,,
231147,Vermont Law School,,,,,,,,,
197142,Villa Maria College,130,126,129,145,134,105,120,70,
216597,Villanova University,1686,1685,1713,1676,1699,1668,1659,1641,
449834,Virginia Beach Theological Seminary,,,,,,,,,
234164,Virginia Union University,234,170,337,365,456,420,402,380,
490106,Virginia University of Integrative Medicine,,,,,,,,,
234137,Virginia University of Lynchburg,118,88,59,68,81,48,95,77,
234173,Virginia Wesleyan University,344,354,423,368,348,406,453,435,
449764,Visible Music College,10,36,30,27,17,22,31,25,
240107,Viterbo University,283,292,287,311,280,319,303,304,
218919,Voorhees College,163,149,172,150,104,136,138,188,
446613,W L Bonner College,,,,,,,,1,
152673,Wabash College,229,274,232,215,240,256,241,252,
197197,Wagner College,408,416,430,440,415,441,430,426,
199847,Wake Forest University,1359,1420,1348,1304,1284,1287,1230,1234,
236896,Walla Walla University,423,402,332,386,359,364,387,396,
172608,Walsh College,,,,,,,,,
206437,Walsh University,394,453,462,439,439,447,492,494,
210304,Warner Pacific University,60,66,68,91,92,133,74,86,
480198,Warner Pacific University Professional and Graduate Studies,1,,5,11,13,12,17,18,
138275,Warner University,209,197,254,178,204,178,171,196,
199865,Warren Wilson College,235,251,146,185,195,234,220,214,
154527,Wartburg College,397,469,451,445,366,464,451,483,
154536,Wartburg Theological Seminary,,,,,,,,,
216667,Washington & Jefferson College,291,351,339,429,389,399,326,376,
162210,Washington Adventist University,128,172,105,78,141,114,126,133,
234207,Washington and Lee University,462,474,471,466,454,471,480,479,
164216,Washington College,325,310,368,410,391,388,349,397,
179867,Washington University in St Louis,1730,1785,1771,1766,1721,1727,1595,1622,
392840,Watkins College of Art Design & Film,34,28,29,43,43,49,53,48,
229780,Wayland Baptist University,218,281,271,316,267,282,315,355,
216694,Waynesburg University,355,325,400,401,356,335,407,352,
197221,Webb Institute,26,25,26,28,26,24,26,22,
138293,Webber International University,203,187,173,178,181,149,205,183,
179894,Webster University,392,483,512,439,412,457,487,411,
190424,Weill Medical College of Cornell University,,,,,,,,,
220206,Welch College,72,94,70,54,44,51,62,60,
168218,Wellesley College,612,614,603,591,593,593,590,585,
197230,Wells College,132,147,137,132,168,163,161,197,
168227,Wentworth Institute of Technology,945,1017,966,962,965,1063,877,1026,
176451,Wesley Biblical Seminary,,,,,,,,,
131098,Wesley College,243,281,407,353,475,470,463,573,
131973,Wesley Theological Seminary,,,,,,,,,
141325,Wesleyan College,133,155,72,103,119,106,119,122,
130697,Wesleyan University,771,802,761,774,757,750,741,752,
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,,,,,,,15,15,
237969,West Virginia Wesleyan College,326,322,366,387,392,415,471,404,
490373,Western Michigan University Homer Stryker M.D. School of Medicine,,,,,,,,,
172477,Western Michigan University-Thomas M. Cooley Law School,,,,,,,,,
168254,Western New England University,690,750,767,722,719,755,689,794,
210368,Western Seminary,,,,,,,,,
172705,Western Theological Seminary,,,,,,,,,
112525,Western University of Health Sciences,,,,,,,,,
179946,Westminster College,142,173,174,222,244,212,266,260,
216807,Westminster College,279,348,332,371,299,278,302,318,
230807,Westminster College,283,435,366,430,464,482,446,495,
216816,Westminster Theological Seminary,,,,,,,,,
125718,Westminster Theological Seminary in California,,,,,,,,,
125727,Westmont College,405,343,351,343,334,374,279,325,
149781,Wheaton College,614,610,580,588,605,606,597,598,
168281,Wheaton College,451,495,502,528,417,423,458,466,
238078,Wheeling University,75,300,181,222,184,252,250,268,
237057,Whitman College,425,426,389,405,364,395,392,381,
125763,Whittier College,493,508,519,424,445,378,440,404,
237066,Whitworth University,681,696,504,592,583,617,593,631,
475200,Whitworth University-Adult Degree Programs,,,,,,,,,
216852,Widener University,727,768,770,731,846,733,827,710,
206491,Wilberforce University,126,233,117,213,182,33,70,115,
229887,Wiley College,74,123,175,209,151,229,286,309,
216931,Wilkes University,532,631,580,659,581,557,584,589,
210401,Willamette University,371,389,440,473,521,552,545,525,
176479,William Carey University,206,161,171,179,181,160,179,196,
166717,William James College,,,,,,,,,
122728,William Jessup University,191,210,168,199,146,213,160,136,
179955,William Jewell College,167,167,198,241,245,265,259,305,
199272,William Peace University,185,212,203,196,220,214,331,232,
154590,William Penn University,363,281,278,233,312,337,264,256,
179964,William Woods University,155,188,200,198,184,200,193,195,
107877,Williams Baptist University,198,156,142,113,128,161,154,132,
168342,Williams College,546,533,548,553,551,546,544,547,
443340,Williamson Christian College,6,3,6,3,2,4,9,4,
206507,Wilmington College,341,385,307,310,277,383,256,286,
131113,Wilmington University,178,234,232,299,320,288,368,305,
217013,Wilson College,198,189,164,128,116,107,70,75,
206516,Winebrenner Theological Seminary,,,,,,,,,
199962,Wingate University,942,933,1071,625,664,583,642,548,
240338,Wisconsin Lutheran College,213,292,233,228,267,220,229,242,
240213,Wisconsin School of Professional Psychology,,,,,,,,,
206525,Wittenberg University,344,485,539,553,493,516,549,489,
218973,Wofford College,474,465,452,440,442,487,415,438,
491631,Women's Institute of Torah Seminary and College,3,3,,,,,,,
442064,Won Institute of Graduate Studies,,,,,,,,,
488907,Wongu University of Oriental Medicine,,,,,,,,,
125897,Woodbury University,202,180,115,135,120,142,96,177,
168421,Worcester Polytechnic Institute,1199,1276,1124,1120,1093,1054,1103,948,
401223,World Mission University,25,9,2,3,2,5,2,6,
486460,Wright Graduate University for the Realization of Human Potential,,,,,,,,,
206622,Xavier University,1206,1399,1239,1111,1149,1210,1284,1061,
160904,Xavier University of Louisiana,828,861,715,760,684,579,674,659,
130794,Yale University,1550,1573,1579,1367,1363,1360,1358,1355,
490319,Yeshiva Bais Aharon,7,6,13,,,,,,
491622,Yeshiva Chemdas Hatorah,23,20,,,,,,,
434937,Yeshiva College of the Nations Capital,,5,2,4,7,6,1,12,
420325,Yeshiva D'monsey Rabbinical College,24,18,19,10,4,6,8,6,
197647,Yeshiva Derech Chaim,22,25,22,11,22,11,27,21,
491914,Yeshiva Gedola Tiferes Yerachmiel,19,23,,,,,,,
375230,Yeshiva Gedolah Imrei Yosef D'spinka,40,37,13,18,10,9,10,11,
491640,Yeshiva Gedolah Keren Hatorah,34,39,,,,,,,
481410,Yeshiva Gedolah Kesser Torah,16,23,20,20,21,11,12,,
491710,Yeshiva Gedolah of Cliffwood,22,21,,,,,,,
247773,Yeshiva Gedolah of Greater Detroit,20,15,13,13,14,19,15,19,
488350,Yeshiva Gedolah Shaarei Shmuel,18,18,23,19,,,,,
491613,Yeshiva Gedolah Tiferes Boruch,18,17,,,,,,,
476692,Yeshiva Gedolah Zichron Leyma,4,6,5,,7,6,3,3,
197601,Yeshiva Karlin Stolin,25,35,34,20,28,34,20,30,
491057,Yeshiva Kollel Tifereth Elizer,3,5,7,,,,,,
190752,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,11,10,15,10,11,6,12,,
455257,Yeshiva of Machzikai Hadas,90,80,66,83,85,106,69,71,
197674,Yeshiva of Nitra Rabbinical College,60,53,45,65,56,83,69,83,
431983,Yeshiva of the Telshe Alumni,2,18,33,27,23,26,37,18,
126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,55,60,45,50,61,54,46,48,
490504,Yeshiva Ohr Naftoli,6,8,11,,,,,,
486017,Yeshiva Ohr Yisrael,5,7,8,1,1,,,,
490276,Yeshiva Shaar Ephraim,31,32,38,,,,,,
197692,Yeshiva Shaar Hatorah,29,30,22,25,29,16,24,29,
441609,Yeshiva Shaarei Torah of Rockland,8,,,,,,5,2,
486026,Yeshiva Sholom Shachna,30,25,34,19,28,,,,
451398,Yeshiva Toras Chaim,53,52,57,56,59,57,54,60,
197708,Yeshiva University,550,553,610,535,539,811,860,906,
481438,Yeshiva Yesodei Hatorah,28,23,27,19,17,23,23,,
487746,Yeshiva Zichron Aryeh,2,2,2,,,,,,
363712,Yeshivah Gedolah Rabbinical College,19,10,11,11,11,19,18,25,
451370,Yeshivas Be'er Yitzchok,8,7,7,5,9,10,8,3,
491765,Yeshivas Emek Hatorah,26,,,,,,,,
488101,Yeshivas Maharit D'Satmar,41,26,14,13,,,,,
405058,Yeshivas Novominsk,48,52,43,41,42,49,42,49,
217040,Yeshivath Beth Moshe,15,9,4,9,19,17,17,14,
197735,Yeshivath Viznitz,150,98,109,108,108,101,111,90,
197744,Yeshivath Zichron Moshe,8,10,10,8,12,11,12,17,
401250,Yo San University of Traditional Chinese Medicine,,,,,,,,,
181853,York College,115,113,133,97,110,85,94,90,
217059,York College of Pennsylvania,942,975,993,899,898,1088,1070,1135,
141361,Young Harris College,265,309,265,338,346,448,419,387,
458575,Zaytuna College,,1,,7,8,,,,
