UnitID,Institution Name,Published in-state tuition and fees 2019-20 (IC2019_AY),Published in-state tuition and fees 2018-19 (IC2018_AY),Published in-state tuition and fees 2017-18 (IC2017_AY),Published in-state tuition and fees 2016-17 (IC2016_AY),Published in-state tuition and fees 2015-16 (IC2015_AY),Published in-state tuition and fees 2014-15 (IC2014_AY),Published in-state tuition and fees 2013-14 (IC2013_AY),Published in-state tuition and fees 2012-13 (IC2012_AY),
240213,Wisconsin School of Professional Psychology,,,,,,,,,
206525,Wittenberg University,40280,39500,38730,38090,38090,38030,38030,38030,
218973,Wofford College,45710,43985,41955,40245,38705,37120,35515,34555,
442064,Won Institute of Graduate Studies,,,,,,,,,
125897,Woodbury University,41182,39790,38460,37906,36408,35048,33150,31444,
168421,Worcester Polytechnic Institute,52320,50530,48628,46994,45590,44222,42778,41380,
141936,World Medicine Institute,,,,,,,,,
401223,World Mission University,6440,6200,5940,5620,5380,5140,4900,4660,
206622,Xavier University,40450,38530,37230,36150,35080,33960,33000,32070,
160904,Xavier University of Louisiana,25055,24348,23606,23046,22349,21552,20560,18700,
130794,Yale University,55500,53430,51400,49480,47600,45800,44000,42300,
130785,Yale-New Haven Hospital Dietetic Internship,,,,,,,,,
245731,Yeshiva and Kollel Harbotzas Torah,,,,,,,,,
434937,Yeshiva College of the Nations Capital,10600,10500,10000,9700,9700,9700,9400,9500,
420325,Yeshiva D'monsey Rabbinical College,7500,7300,6800,6500,6000,5900,5450,5200,
197647,Yeshiva Derech Chaim,12100,12100,11800,11800,11300,10800,10200,10200,
375230,Yeshiva Gedolah Imrei Yosef D'spinka,9500,9500,8000,8000,8000,8000,8000,8000,
247773,Yeshiva Gedolah of Greater Detroit,7400,6800,6800,6800,6200,6200,6200,5800,
476692,Yeshiva Gedolah Zichron Leyma,10750,10750,9000,9000,11500,11500,11500,11000,
197601,Yeshiva Karlin Stolin,12800,12800,12000,11500,9650,8800,7600,7600,
455257,Yeshiva of Machzikai Hadas,10100,9200,9200,8400,8000,7300,7300,7000,
197674,Yeshiva of Nitra Rabbinical College,12750,8500,8500,8400,8200,8200,7900,7600,
431983,Yeshiva of the Telshe Alumni,9850,9850,9500,9500,9100,9100,8600,8600,
126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,15700,14700,14700,13900,13900,13300,13300,12700,
197692,Yeshiva Shaar Hatorah,16160,15760,15235,15110,14960,14860,14660,14160,
441609,Yeshiva Shaarei Torah of Rockland,13750,12500,12500,11750,11600,9850,9850,9850,
451398,Yeshiva Toras Chaim,12250,12250,12250,12100,11950,11800,11800,11800,
128425,Yeshiva Toras Chaim Talmudical Seminary,,,,,,8850,8600,8150,
197708,Yeshiva University,44900,43500,42000,40670,39530,38730,37600,36500,
363712,Yeshivah Gedolah Rabbinical College,8300,8300,8400,8400,8400,8400,8400,8400,
451370,Yeshivas Be'er Yitzchok,10900,10900,10650,10400,10200,10200,10200,10200,
405058,Yeshivas Novominsk,10300,10000,10000,9700,9700,9700,9000,9000,
197610,Yeshivat Mikdash Melech,,,8100,8100,8100,8100,8100,8100,
217040,Yeshivath Beth Moshe,9600,9400,9200,8950,8600,8000,8400,7700,
197735,Yeshivath Viznitz,10100,10100,10000,9300,8600,8100,7500,7000,
197744,Yeshivath Zichron Moshe,13450,13450,12740,11600,11600,11600,10800,10800,
401250,Yo San University of Traditional Chinese Medicine,,,,,,,,,
181853,York College,19310,19310,18760,17700,17200,16080,15600,15600,
217059,York College of Pennsylvania,20885,20100,19430,18780,18240,17630,17010,16520,
141361,Young Harris College,29367,29067,29062,29012,28012,26386,25105,23559,
