UnitID,Institution Name,Full-time adjusted fall 2018 cohort (EF2019D_RV),Full-time adjusted fall 2017 cohort (EF2018D_RV),Full-time adjusted fall 2016 cohort (EF2017D_RV),Full-time adjusted fall 2015 cohort (EF2016D_RV),Full-time adjusted fall 2014 cohort (EF2015D_RV),Full-time adjusted fall 2013 cohort (EF2014D_RV),Full-time adjusted fall 2012 cohort (EF2013D_RV),Full-time adjusted fall 2011 cohort (EF2012D_RV),
180258,University of Providence,136,92,93,163,149,150,135,163,
236328,University of Puget Sound,653,589,674,652,663,670,631,685,
121691,University of Redlands,722,728,585,525,740,662,724,644,
122603,University of Redlands Graduate School of Theology,,,,,,,,,
233374,University of Richmond,831,798,815,806,814,804,781,781,
205203,University of Rio Grande,219,219,256,265,330,385,311,322,
195030,University of Rochester,1520,1544,1461,1400,1436,1472,1343,1273,
152336,University of Saint Francis-Fort Wayne,314,422,321,344,319,339,319,332,
130314,University of Saint Joseph,218,132,125,211,149,153,157,157,
155812,University of Saint Mary,134,143,122,135,107,104,116,103,
148885,University of Saint Mary of the Lake,,,,,,,,,
122436,University of San Diego,1306,1207,1133,1103,1129,1238,1072,1141,
122612,University of San Francisco,1541,1531,1583,1264,1499,1146,1352,1190,
215929,University of Scranton,940,902,1002,908,1062,878,961,1046,
219383,University of Sioux Falls,303,276,270,274,238,236,266,178,
123961,University of Southern California,3399,3358,3066,2948,3093,2920,3016,2929,
148584,University of St Francis,214,229,215,181,216,237,220,180,
174914,University of St Thomas,1639,1390,1348,1420,1408,1368,1446,1324,
227863,University of St Thomas,350,290,272,237,223,233,265,234,
156541,University of the Cumberlands,467,428,409,433,403,488,459,399,
225627,University of the Incarnate Word,816,712,728,868,911,997,1016,1023,
107558,University of the Ozarks,273,259,189,210,171,159,157,186,
120883,University of the Pacific,757,767,565,754,731,740,662,765,
215132,University of the Sciences,321,352,314,323,360,440,483,483,
188182,University of the Southwest,64,95,96,88,47,47,50,69,
449870,University of the West,16,44,20,6,28,19,25,3,
207971,University of Tulsa,802,739,713,710,761,850,797,613,
216542,University of Valley Forge,100,97,151,118,113,134,163,181,
210438,University of Western States,,,,,,,,,
154493,Upper Iowa University,173,217,211,246,355,239,241,211,
440004,Upper Valley Educators Institute,,,,,,,,,
206330,Urbana University,,79,79,94,114,228,152,152,
455099,Urshan Graduate School of Theology,,,,,,,,,
216524,Ursinus College,378,402,382,429,497,425,456,427,
206349,Ursuline College,96,78,106,114,92,102,89,78,
446604,Uta Mesivta of Kiryas Joel,359,315,282,295,286,305,227,299,
197045,Utica College,587,548,685,645,471,486,506,530,
152600,Valparaiso University,756,807,862,741,714,876,770,698,
221999,Vanderbilt University,1598,1605,1598,1603,1603,1611,1606,1598,
149639,VanderCook College of Music,13,15,21,20,25,15,24,21,
123651,Vanguard University of Southern California,459,432,408,371,313,390,435,397,
197133,Vassar College,685,624,658,667,661,655,657,669,
188340,Vaughn College of Aeronautics and Technology,145,88,77,75,71,73,86,66,
455992,Vermont College of Fine Arts,,,,,,,,,
231147,Vermont Law School,,,,,,,,,
197142,Villa Maria College,104,101,113,103,77,80,39,40,
216597,Villanova University,1684,1713,1676,1699,1668,1659,1640,1644,
233912,Virginia Intermont College,,,,,,,78,109,
234164,Virginia Union University,170,337,365,456,420,402,380,413,
234137,Virginia University of Lynchburg,7,9,8,13,16,70,77,40,
234173,Virginia Wesleyan University,354,423,368,348,406,452,435,439,
449764,Visible Music College,4,20,26,16,18,27,24,33,
240107,Viterbo University,292,287,311,280,315,303,304,358,
218919,Voorhees College,149,172,150,104,136,138,188,137,
446613,W L Bonner College,,,0,0,0,0,,5,
152673,Wabash College,274,231,215,237,256,241,252,293,
197197,Wagner College,415,430,439,415,441,430,426,470,
199847,Wake Forest University,1420,1347,1304,1284,1287,1230,1233,1236,
236896,Walla Walla University,402,332,386,359,364,385,394,360,
172608,Walsh College,,,,,,,,,
206437,Walsh University,453,462,439,439,447,492,494,512,
210304,Warner Pacific University,66,68,90,92,133,74,85,94,
480198,Warner Pacific University Professional and Graduate Studies,0,5,11,11,12,12,0,0,
138275,Warner University,197,253,178,204,173,171,195,133,
199865,Warren Wilson College,251,146,185,195,234,220,214,227,
154527,Wartburg College,466,448,443,364,463,449,482,508,
154536,Wartburg Theological Seminary,,,,,,,,,
216667,Washington & Jefferson College,351,339,429,389,399,326,376,387,
162210,Washington Adventist University,170,103,77,140,114,126,131,164,
234207,Washington and Lee University,474,471,466,454,471,480,479,493,
164207,Washington Bible College-Capital Bible Seminary,,,,,,,,11,
164216,Washington College,310,367,410,391,388,349,397,399,
164243,Washington Theological Union,,,,,,,,,
179867,Washington University in St Louis,1782,1770,1764,1721,1727,1595,1622,1476,
392840,Watkins College of Art Design & Film,28,30,43,43,49,53,45,73,
436377,Watson School of Biological Sciences at Cold Spring Harbor Laboratory,,,,,,,,,
229780,Wayland Baptist University,280,271,316,267,282,315,355,354,
216694,Waynesburg University,325,395,398,355,334,407,351,395,
197221,Webb Institute,25,26,28,26,24,26,22,20,
138293,Webber International University,187,173,177,181,149,205,141,141,
179894,Webster University,479,511,433,412,457,487,411,472,
190424,Weill Medical College of Cornell University,,,,,,,,,
220206,Welch College,49,36,52,44,51,40,60,54,
168218,Wellesley College,603,603,591,593,593,590,585,573,
197230,Wells College,147,137,132,168,163,161,197,137,
168227,Wentworth Institute of Technology,1017,966,960,963,1063,877,1026,974,
176451,Wesley Biblical Seminary,,,,,,,,,
131098,Wesley College,280,353,353,475,393,463,442,503,
131973,Wesley Theological Seminary,,,,,,,,,
141325,Wesleyan College,155,72,103,119,106,119,121,102,
130697,Wesleyan University,802,761,774,757,750,741,752,808,
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,,,,,,,0,15,
237969,West Virginia Wesleyan College,322,366,387,392,415,471,404,405,
433387,Western Governors University,206,0,0,149,91,52,52,56,
172477,Western Michigan University-Thomas M. Cooley Law School,,,,,,,,,
168254,Western New England University,750,767,722,719,755,680,793,751,
210368,Western Seminary,,,,,,,,,
172705,Western Theological Seminary,,,,,,,,,
112525,Western University of Health Sciences,,,,,,,,,
179946,Westminster College,173,174,222,236,212,257,259,254,
216807,Westminster College,348,332,371,299,278,300,316,360,
230807,Westminster College,426,355,420,447,471,434,472,496,
216816,Westminster Theological Seminary,,,,,,,,,
125718,Westminster Theological Seminary in California,,,,,,,,,
125727,Westmont College,343,353,343,334,374,275,325,330,
149781,Wheaton College,610,580,588,605,606,597,597,596,
168281,Wheaton College,495,502,528,417,423,458,466,437,
238078,Wheeling University,181,181,222,184,252,250,268,195,
168290,Wheelock College,,,157,216,266,215,198,232,
237057,Whitman College,426,389,405,364,395,392,381,399,
125763,Whittier College,508,519,424,443,388,440,404,419,
237066,Whitworth University,696,504,592,583,617,592,631,523,
475200,Whitworth University-Adult Degree Programs,,,,,,,,,
216852,Widener University,768,770,728,846,733,827,710,755,
402828,Widener University-Commonwealth Law School,,,,,,,,,
244190,Widener University-Delaware Law School,,,,,1,1,1,1,
206491,Wilberforce University,233,117,212,159,32,70,58,112,
229887,Wiley College,123,175,195,151,229,285,309,286,
216931,Wilkes University,631,580,659,581,557,584,589,539,
210401,Willamette University,389,440,473,521,552,545,525,617,
176479,William Carey University,161,173,179,181,160,179,173,144,
166717,William James College,,,,,,,,,
122728,William Jessup University,209,168,198,145,208,158,135,119,
179955,William Jewell College,167,198,241,245,265,259,305,270,
199272,William Peace University,212,203,196,214,214,311,232,131,
154590,William Penn University,281,264,229,307,336,252,256,276,
179964,William Woods University,177,190,189,184,200,193,195,180,
107877,Williams Baptist University,156,142,113,128,161,154,131,135,
168342,Williams College,533,548,553,551,546,544,547,545,
443340,Williamson Christian College,3,3,2,2,4,8,4,9,
206507,Wilmington College,385,305,310,277,383,274,274,280,
131113,Wilmington University,233,232,279,288,284,309,305,359,
217013,Wilson College,189,164,128,116,107,70,75,68,
206516,Winebrenner Theological Seminary,,,,,,,,,
199962,Wingate University,925,1071,625,664,584,642,548,535,
240338,Wisconsin Lutheran College,292,233,228,267,220,229,242,263,
240213,Wisconsin School of Professional Psychology,,,,,,,,,
206525,Wittenberg University,485,539,553,492,516,549,489,534,
218973,Wofford College,465,452,440,442,487,415,438,446,
442064,Won Institute of Graduate Studies,,,,,,,,,
125897,Woodbury University,179,115,135,117,142,96,177,118,
168421,Worcester Polytechnic Institute,1276,1124,1120,1093,1054,1103,948,1005,
141936,World Medicine Institute,,,,,,,,,
401223,World Mission University,9,2,3,1,5,2,3,4,
206622,Xavier University,1397,1237,1109,1148,1208,1283,1057,1112,
160904,Xavier University of Louisiana,746,715,760,684,579,674,659,784,
130794,Yale University,1573,1579,1367,1363,1360,1358,1355,1349,
130785,Yale-New Haven Hospital Dietetic Internship,,,,,,,,,
245731,Yeshiva and Kollel Harbotzas Torah,,,,,,,,,
434937,Yeshiva College of the Nations Capital,5,2,4,7,6,1,9,0,
420325,Yeshiva D'monsey Rabbinical College,17,19,10,4,6,8,6,8,
197647,Yeshiva Derech Chaim,25,22,11,22,11,27,21,26,
375230,Yeshiva Gedolah Imrei Yosef D'spinka,37,13,18,10,9,10,11,10,
247773,Yeshiva Gedolah of Greater Detroit,15,13,13,14,19,15,19,6,
476692,Yeshiva Gedolah Zichron Leyma,6,5,0,7,6,3,3,4,
197601,Yeshiva Karlin Stolin,28,23,13,20,20,16,24,6,
455257,Yeshiva of Machzikai Hadas,80,66,81,85,106,69,71,65,
197674,Yeshiva of Nitra Rabbinical College,53,44,64,56,83,69,83,67,
431983,Yeshiva of the Telshe Alumni,18,33,27,23,26,37,18,23,
126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,60,45,50,61,54,46,48,37,
197692,Yeshiva Shaar Hatorah,30,22,26,30,16,24,29,26,
441609,Yeshiva Shaarei Torah of Rockland,0,0,0,0,0,1,2,1,
451398,Yeshiva Toras Chaim,52,57,56,59,57,54,60,39,
128425,Yeshiva Toras Chaim Talmudical Seminary,,,,,,7,6,8,
197708,Yeshiva University,531,574,532,534,454,495,521,489,
363712,Yeshivah Gedolah Rabbinical College,6,4,11,11,11,18,16,16,
451370,Yeshivas Be'er Yitzchok,7,7,5,9,10,8,3,0,
405058,Yeshivas Novominsk,52,43,41,42,49,42,49,31,
197610,Yeshivat Mikdash Melech,,,3,3,52,64,78,36,
217040,Yeshivath Beth Moshe,9,4,9,19,17,17,14,10,
197735,Yeshivath Viznitz,91,109,108,108,101,111,90,86,
197744,Yeshivath Zichron Moshe,10,10,8,12,11,12,17,18,
401250,Yo San University of Traditional Chinese Medicine,,,,,,,,,
181853,York College,113,132,97,110,85,91,84,116,
217059,York College of Pennsylvania,975,993,897,894,1087,1068,1135,1173,
141361,Young Harris College,309,265,324,346,448,419,386,319,
