UnitID,Institution Name,Value of endowment assets at the end of the fiscal year (F1819_F2_RV),Value of endowment assets at the end of the fiscal year (F1718_F2_RV),Value of endowment assets at the end of the fiscal year (F1617_F2_RV),Value of endowment assets at the end of the fiscal year (F1516_F2_RV),Value of endowment assets at the end of the fiscal year (F1415_F2_RV),Value of endowment assets at the end of the fiscal year (F1314_F2_RV),Value of endowment assets at the end of the fiscal year (F1213_F2_RV),Value of endowment assets at the end of the fiscal year (F1112_F2_RV),
131283,The Catholic University of America,269855814,350463407,336862945,311956932,319020221,297105251,270950839,245342814,
455433,The Chicago School of Professional Psychology at Anaheim,,,,,,,,,
143978,The Chicago School of Professional Psychology at Chicago,50581265,43936306,40307061,35816327,36578075,17769220,12619640,6426927,
455664,The Chicago School of Professional Psychology at Los Angeles,,,,,,,,,
459745,The Chicago School of Professional Psychology at Washington DC,,,,,,,,,
455682,The Chicago School of Professional Psychology at Westwood,,,,,,,,,
142294,The College of Idaho,105039031,99317323,100311510,96085098,100643082,106899675,96695561,87506589,
193645,The College of New Rochelle,,3433807,3298272,5924957,14639429,21002554,,21177499,
195234,The College of Saint Rose,44960904,44730531,42289235,39278799,31470680,35824100,32330484,30228990,
174899,The College of Saint Scholastica,92550800,89554719,81621386,68763878,69406739,67073732,54495274,48750422,
420352,The College of Saints John Fisher & Thomas More,,,,,,,,,
206589,The College of Wooster,328921123,323499483,294316001,260414225,280453482,278112603,247092897,230935031,
431248,The Colorado Center for Medical Laboratory Science,,,,,,,,,
191320,The General Theological Seminary,33488080,32757735,30636644,28341806,29131569,29782635,26169780,18282309,
146241,The John Marshall Law School,11819732,11825564,10803009,10054328,9936507,10385017,10063958,9906584,
192110,The Juilliard School,1103571702,1106640097,1046080172,932734992,999377376,999769314,882012381,787697806,
454184,The King's College,476964,476964,476964,488137,488089,488040,487990,474535,
439701,The King's University,2442965,2339770,2168789,2054277,1988743,2243843,1995394,1836941,
117751,The Master's University and Seminary,25717081,23851355,22137921,19284217,18832160,17162714,16184451,15447750,
167057,The New England Conservatory of Music,122469876,124386612,116917341,105738288,115564750,120331512,110264773,111484527,
193654,The New School,399257000,392132000,368028000,322316000,346852000,299890000,213968000,218310000,
448804,The Robert B Miller College,,,,,22104,16793,12251,6162,
475228,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,,,,,,,,,
125037,The Santa Barbara and Ventura Colleges of Law at Ventura,2288985,1992229,1849908,1663764,2108763,1987428,1764462,,
104665,The School of Architecture,781466,493541,,,,,120453,118453,
441131,The Seattle School of Theology & Psychology,,,,,,,,,
157748,The Southern Baptist Theological Seminary,93366019,86568480,89703773,88855451,92712009,95612141,90232679,82667014,
475237,The University of America,,,,,,,,,
202763,The University of Findlay,42249898,41745865,38613578,35319584,35835018,32808301,28943537,24762740,
137847,The University of Tampa,42506469,41765861,38904752,35659852,36055294,33821231,29802123,24927210,
215105,The University of the Arts,56117769,54938705,53290940,49227114,52934650,52961886,47190909,42999471,
221519,The University of the South,408769263,410985858,395006424,357773319,377821984,374301967,336524119,318951183,
125480,The University of West Los Angeles,,,,,,,,,
126012,The Wright Institute,7852667,6091044,4335639,7220040,7215465,6742979,4809744,3748157,
216348,Theological Seminary of the Reformed Episcopal Church,964112,1023947,80745,76931,73065,,,,
216357,Thiel College,33590562,32965556,33657060,30789509,31425000,31127387,27103981,23766667,
124292,Thomas Aquinas College,25271321,24149822,22505507,20182924,16848781,16900850,14789700,13880048,
161563,Thomas College,13611982,12430590,11343762,10150814,10510830,10373412,8815748,7502481,
126049,Thomas Jefferson School of Law,163185,161970,161820,160954,,,,,
216366,Thomas Jefferson University,954177000,932897000,841741000,787426000,708033000,568737000,336657000,314152000,
183275,Thomas More College of Liberal Arts,1093585,1054495,49603,48199,43668,40389,38422,39051,
157809,Thomas More University,25059970,24514721,20390357,20653533,19559280,17416846,16248837,14019339,
141167,Thomas University,5681821,5732170,5442334,4938715,5221804,5027393,4643114,4152854,
103778,Thunderbird School of Global Management,,,,,,28327909,24804249,26971589,
206048,Tiffin University,13072487,12246666,10930161,9430570,9091487,7979786,7592542,7092014,
141185,Toccoa Falls College,3244517,3092821,2834401,2650806,2589313,2510049,2260423,2713662,
196583,Torah Temimah Talmudical Seminary,,,,,,,,,
176406,Tougaloo College,17609995,13688681,13008688,12541308,11912330,11289535,10530002,9862147,
196592,Touro College,44249000,42987000,12348000,11250000,11782000,11347000,13960000,1901000,
459736,Touro University California,,,,,,,,,
459824,Touro University Nevada,,,,,,,,,
459727,Touro University Worldwide,,,,,,,,,
157818,Transylvania University,191238170,174646533,179227848,167326664,166098150,169015033,147438068,127640000,
221892,Trevecca Nazarene University,32236909,29488241,27333812,25778698,26726261,26350249,22066833,20113659,
206154,Tri-State Bible College,,,,,,,,,
152567,Trine University,38703174,34578686,32027839,29342177,29288553,26798380,25134528,22664187,
414878,Trine University-Regional/Non-Traditional Campuses,,,,,,,,,
137953,Trinity Baptist College,83397,80483,74424,69806,72523,73986,63611,,
200484,Trinity Bible College and Graduate School,1005268,457069,458018,234984,207289,153090,141306,144269,
149505,Trinity Christian College,12485030,11418730,10751611,10937318,10846307,10342709,8649637,7899473,
130590,Trinity College,640845506,621190886,584499394,532344486,572033549,551798198,486507152,439120043,
137962,Trinity College of Florida,784846,740334,726911,713306,697184,614589,609299,606874,
146755,Trinity College of Nursing & Health Sciences,3169254,2650052,3326560,2165579,2327439,2337728,2087096,2016674,
216463,Trinity Episcopal School for Ministry,21705192,21435100,20177780,15751130,17067544,17322078,16099360,14983985,
135610,Trinity International University-Florida,349698,349152,332658,311588,325997,315786,279122,262414,
149514,Trinity International University-Illinois,42417209,43772787,44238884,44905046,49948597,51159956,45637730,52791344,
123448,Trinity Law School,186852,182665,178963,170296,184641,178858,154001,143772,
235769,Trinity Lutheran College,,,,,4116178,4109161,4046588,3594672,
206215,Trinity Lutheran Seminary,,,25436585,25066714,27627934,28495433,26201842,25119030,
229267,Trinity University,1287117082,1299404638,1200924275,1091848980,1192776516,1187928689,1013929348,915917624,
131876,Trinity Washington University,30617526,29158011,28205803,26155990,26377892,34034237,24011389,,
196653,Trocaire College,19270492,18554580,17522719,16059491,11042432,10803780,9880508,8888911,
141237,Truett McConnell University,6438546,6213514,6232317,6095102,5792626,6153922,3201319,2955213,
168148,Tufts University,1867962000,1845956000,1738706000,1562968000,1593019000,1590045000,1440527000,1351166000,
160755,Tulane University of Louisiana,1423305000,1383967000,1297740000,1162217000,1209322000,1169060000,1031661000,946176000,
200527,Turtle Mountain Community College,2172560,2030692,1994122,1925974,1879512,1697795,1699468,1699273,
221953,Tusculum University,23492873,22048239,21081602,18631620,17238622,17560202,17140775,17916716,
102377,Tuskegee University,129234701,126937266,121999014,112034863,119962116,130243897,115273882,105220467,
246789,Unification Theological Seminary,,,,,1000000,1000000,1500000,1500000,
157863,Union College,24027138,22662332,21523790,20236623,20881863,22266912,21169815,19632028,
196866,Union College,470300000,456500000,427600000,389200000,441000000,415800000,358600000,322000000,
181738,Union College,22414239,21857956,19720334,19026900,20197976,16462444,14655047,13985363,
446932,Union Graduate College,,,,,1644128,1568786,1285194,1127406,
206279,Union Institute & University,883537,876121,801625,793428,777977,764633,756048,741168,
233842,Union Presbyterian Seminary,150943962,152373011,145608482,134855156,144789672,153158848,138153749,124663923,
196884,Union Theological Seminary in the City of New York,109723709,110389796,107941003,95401816,102936031,106105759,94664182,87558339,
221971,Union University,44491422,42817571,40525231,38056706,36353406,34008662,32696118,30186892,
213631,United Lutheran Seminary,69447298,41936433,34031588,31877924,34290495,34552479,31273691,27541521,
102395,United States Sports Academy,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,
197018,United Talmudical Seminary,,,,,,,,,
206288,United Theological Seminary,5504421,5010438,3982803,3284067,4280721,3578403,3842294,3547844,
175139,United Theological Seminary of the Twin Cities,8919529,10462141,10230166,9752605,10807194,12186589,12301719,11507278,
200554,United Tribes Technical College,724124,695797,701199,814822,726842,717425,607397,752521,
161572,Unity College,14973232,14659191,14241075,13347763,14227071,14239584,14085286,13157182,
128744,University of Bridgeport,25322000,34028000,38036000,34133000,33617000,30696000,27609000,24918000,
237312,University of Charleston,44741573,43985285,41228715,37955074,40204102,40632643,36096461,33932808,
144050,University of Chicago,7244602984,7009011789,6617076109,6121266491,6553570933,6539289712,5886967760,5701419217,
224323,University of Dallas,74080000,76471000,56984000,54236000,58826000,55336000,50279000,45633774,
202480,University of Dayton,603105000,567311000,524186000,473123000,500407000,518164000,450612000,407358000,
127060,University of Denver,786425449,761952224,711345798,607368290,632761214,467252915,403466570,373395434,
169716,University of Detroit Mercy,69300000,63252830,50004277,43455726,43908390,41225869,30428000,24822000,
153278,University of Dubuque,153290537,156192677,132591172,94643665,100744127,81357052,76244489,68734471,
150534,University of Evansville,128827938,131803819,127766788,118438734,128800500,130911927,121342623,74420319,
457402,University of Fort Lauderdale,,,,,,,,,
129525,University of Hartford,182812000,178755000,164456000,145522000,148917000,146113000,128453000,114592000,
179265,University of Health Sciences and Pharmacy in St. Louis,144775648,144532158,141240510,141884200,150651953,154851452,135393477,120866165,
160065,University of Holy Cross,31094019,30576412,32088414,31851002,31333313,36357069,31340287,27638981,
151263,University of Indianapolis,109447757,107804964,101356727,91052281,93191865,93119810,81521104,70879857,
200156,University of Jamestown,38503952,38244076,35583120,33115829,34302019,35220747,30323008,27090619,
117140,University of La Verne,109371185,103743414,98125425,78806047,68802897,63243924,47975967,37358594,
232609,University of Lynchburg,112958188,109661075,104441838,96635479,98665977,97523495,81142194,74636284,
200217,University of Mary,56051028,54459778,51591451,49633169,50956731,43317590,36440103,31482459,
226471,University of Mary Hardin-Baylor,92179814,88196796,82129081,74967890,80752124,78817010,68195166,59550762,
135726,University of Miami,997413188,1021508292,948579230,844642514,887329315,865434666,777946842,678694294,
101693,University of Mobile,17303532,22606173,21912486,20415369,21797072,22102795,20199568,17168074,
199069,University of Mount Olive,36190614,33970568,33816305,30837470,31298257,31217178,28053497,26285893,
204185,University of Mount Union,146652000,141881000,138789000,131912000,140147000,145688000,138411000,,
161457,University of New England,38305926,37613784,36506310,32367372,33731889,32598764,30826134,27113621,
182829,University of New Hampshire-Franklin Pierce School of Law,,,,,,,25879891,24036336,
129941,University of New Haven,69817214,72023966,55282351,53194472,49057717,34810595,29841305,25766861,
204486,University of Northwestern Ohio,,,,,,,,,
174491,University of Northwestern-St Paul,18722410,17864543,16977427,16121628,16496616,16067895,14830139,14071312,
152080,University of Notre Dame,11565964000,11065058000,9684936000,8748266000,8784381000,8189096000,6959051000,6444599000,
215062,University of Pennsylvania,14649761000,13777441000,12213207000,10715364000,10133569000,9582335000,7741396000,6754658000,
157535,University of Pikeville,23399598,22680964,21869115,19980288,20330542,20220387,18380758,17624352,
209825,University of Portland,209125000,194396000,173033000,152723000,150666000,140151000,118107000,105449000,
180258,University of Providence,14235347,13671569,13178238,10243812,9997634,9102711,8961765,8797436,
236328,University of Puget Sound,380507000,369038000,344560000,310361000,321676000,318501000,276927000,250468000,
121691,University of Redlands,211361390,175943304,167165541,152892442,125701210,127521593,110785456,103849369,
122603,University of Redlands Graduate School of Theology,,49227443,48080435,45376223,48836658,48586727,45881158,45861762,
233374,University of Richmond,2513209000,2511584000,2373506000,2189546000,2371810000,2313305000,2025996000,1868910000,
205203,University of Rio Grande,23682691,23943243,23528262,21731388,23496303,23551012,21169801,20605693,
195030,University of Rochester,2317559000,2257357000,2121390000,1927498000,2050199000,2015282553,1730829000,1581773000,
152336,University of Saint Francis-Fort Wayne,31159568,34054011,22837259,20818211,20745950,20089330,17064048,14942738,
130314,University of Saint Joseph,34781000,33519000,28710000,25789000,26505000,25603000,23079000,21663000,
155812,University of Saint Mary,15986016,15041731,13443823,11861769,15236973,13266471,11490516,11344770,
148885,University of Saint Mary of the Lake,38636240,37104117,38224944,37274265,40484192,37799414,30728584,28903530,
122436,University of San Diego,545567000,529998000,503568000,449797000,469984000,468766000,395588887,345592714,
122612,University of San Francisco,390029000,397720000,349570000,300350000,314337000,276944000,237734000,206524000,
215929,University of Scranton,209760436,205604331,187209238,164997785,170075150,162453328,145442005,125153952,
219383,University of Sioux Falls,30327081,30434936,27253709,25157576,25721163,25979887,22967670,20977493,
123961,University of Southern California,5739565000,5544267000,5130520000,4608714000,4709511000,4593014000,3868355000,3488933000,
148584,University of St Francis,21815121,19785918,18540413,17169489,17307753,15321950,14401149,10202264,
227863,University of St Thomas,106589326,102368664,93314846,81789072,86629941,88988164,78365119,71736365,
174914,University of St Thomas,481751551,436203304,412996658,368507188,393551704,398087599,347571713,321811349,
156541,University of the Cumberlands,80874917,85870012,81453131,71579553,75253540,76522308,71362792,68265981,
225627,University of the Incarnate Word,142073068,142018867,132027126,124113647,125280375,120474604,110294209,98175551,
107558,University of the Ozarks,115067936,114827741,110874110,94328057,98341080,100535743,92157588,87538444,
120883,University of the Pacific,463312942,452976087,422744005,373101157,385013704,386440000,334439760,200466831,
215132,University of the Sciences,162149152,171782269,167785865,158661548,168614089,174796430,157964494,147881261,
188182,University of the Southwest,8789810,8360285,7484705,6813853,6609948,6166146,5299089,4486833,
449870,University of the West,14364037,13536065,13242726,12313271,11981367,11659415,10394930,9564929,
207971,University of Tulsa,1129458000,1114621000,1053445000,975601000,1043054591,1023411834,893055245,802455123,
216542,University of Valley Forge,2665747,2633225,2633381,1879892,1791661,2310358,2415519,2255419,
210438,University of Western States,3485260,3266540,3018138,2611712,2779569,2696467,2279899,2082511,
154493,Upper Iowa University,18815807,18448500,17174690,14942276,11561590,11470545,10199704,9301511,
440004,Upper Valley Educators Institute,,,,,,,,,
206330,Urbana University,,,,,,3479687,3465611,3447770,
455099,Urshan Graduate School of Theology,,,,,,,,,
216524,Ursinus College,137883476,144942166,147660622,136950853,143260228,146575155,129080566,121814587,
206349,Ursuline College,23867676,23270960,22949627,22160320,21980890,21517569,20511904,19347028,
446604,Uta Mesivta of Kiryas Joel,,,,,,,,,
197045,Utica College,25052831,25880261,24642658,22835796,24470339,24281839,22616988,20069608,
152600,Valparaiso University,259042000,250417000,235218000,204706000,204314000,202737000,177976000,163530000,
221999,Vanderbilt University,6270876534,4608461295,4136465000,3795586000,4093388000,4046250000,3635343000,3360036000,
149639,VanderCook College of Music,509953,513114,514572,519849,512004,,,,
123651,Vanguard University of Southern California,7129399,5815703,5333476,4724724,4910050,4960106,3905251,3387212,
197133,Vassar College,1124863945,1082831323,1002570163,928816580,982970740,974179926,868741153,804912006,
188340,Vaughn College of Aeronautics and Technology,4288477,4112826,3753071,3476593,3379259,3498762,3059491,2788426,
455992,Vermont College of Fine Arts,437267,314039,325171,341603,511373,514513,522400,520489,
231147,Vermont Law School,10873344,10529760,9923255,9424375,10697961,11523394,11974463,11174393,
197142,Villa Maria College,1756444,1697027,1743067,1933777,2064037,2166595,1374880,1214181,
216597,Villanova University,743061000,710592000,640428000,552701000,563865441,501483015,425792960,357022093,
233912,Virginia Intermont College,,,,,,,4025746,3976471,
234164,Virginia Union University,33432178,33751180,32305068,29244908,31167682,31526890,27907128,25311345,
234137,Virginia University of Lynchburg,1788763,1673400,1574450,1651829,1424450,202092,251572,399304,
234173,Virginia Wesleyan University,59960898,58696815,56770385,52576938,57360562,57712712,51827301,48640037,
449764,Visible Music College,18413,20206,18713,622826,500,2900,500,,
240107,Viterbo University,55673184,53984208,50865004,44727143,45054555,41946629,34469069,31527212,
218919,Voorhees College,8061881,7606009,7080852,6391625,6467668,6473559,5886000,5326818,
446613,W L Bonner College,,,,,,,,,
152673,Wabash College,344252286,349669669,340245157,327125517,354914195,371229584,348138423,324995735,
197197,Wagner College,88536167,85673314,83035526,75806932,73156830,79383453,71787477,46434592,
199847,Wake Forest University,1375398000,1339003000,1205323000,1141212000,1167400000,1148026000,1061638000,1025069000,
236896,Walla Walla University,29624344,28259739,24725474,22484802,22790458,22402188,19238169,17193573,
172608,Walsh College,10031667,10048814,9464931,8324203,7411330,7556528,6237923,5778784,
206437,Walsh University,28386534,27379277,25833167,22644894,21925835,21046406,16025234,13330792,
210304,Warner Pacific University,18928126,16195704,12432903,11443291,10833738,10248105,9632379,7690731,
480198,Warner Pacific University Professional and Graduate Studies,,,,,,,,,
138275,Warner University,6657201,6238128,6158630,6815617,6277675,4483120,4383372,4329102,
199865,Warren Wilson College,51720334,52616953,53133452,52101920,54899308,53805119,60954556,58017954,
154527,Wartburg College,76456824,76738257,73859094,64223053,66859042,59101559,53287753,45679819,
154536,Wartburg Theological Seminary,29510781,28008187,27047288,24915217,24196471,22974413,20219402,17968923,
216667,Washington & Jefferson College,142088893,143585932,137230668,132129300,136735510,135711770,122227162,103817325,
162210,Washington Adventist University,2257034,3411386,3062635,2699579,3099969,3747951,7568600,5248489,
234207,Washington and Lee University,1676308000,1603114000,1547135000,1472485000,1471274000,1477923000,1345356000,1261553000,
164207,Washington Bible College-Capital Bible Seminary,,,,,,,,,
164216,Washington College,236685309,226922045,212154998,198135420,204240520,201841205,179872677,165548576,
164243,Washington Theological Union,,,,,,,,1669828,
179867,Washington University in St Louis,8130483000,7687392000,7214958000,6526726000,6889230000,6719449000,5749297000,5303196000,
392840,Watkins College of Art Design & Film,2876113,3537432,3176486,2836343,2793153,2677113,2124065,1846270,
436377,Watson School of Biological Sciences at Cold Spring Harbor Laboratory,,,,,,,,,
229780,Wayland Baptist University,91146231,85015689,82782720,82460455,84921601,74316962,71529341,68468136,
216694,Waynesburg University,46292869,49030728,48650891,44234015,55602806,61395215,53936312,49103054,
197221,Webb Institute,68634760,75735266,66308973,60302828,55963010,58009540,53768269,49782400,
138293,Webber International University,5726359,5572050,5399123,4949811,5085639,5764327,4590233,4119341,
179894,Webster University,129166795,136792269,132311188,123323324,129881837,128063467,111454892,86667621,
190424,Weill Medical College of Cornell University,,,0,1233303003,1276985959,1243815063,1138385735,1096527558,
220206,Welch College,3127052,2838686,2595378,2167387,1459898,1401855,1349994,1309117,
168218,Wellesley College,2173415000,2105212000,1930752000,1784479000,1881031000,1834137000,1576337000,1468582000,
197230,Wells College,27331124,37184815,35882515,34004908,33967166,34128654,27231466,23493176,
168227,Wentworth Institute of Technology,116142475,112633959,94092355,84112837,89739718,91461836,81890151,74417358,
176451,Wesley Biblical Seminary,2527075,1459285,1243031,1218021,728587,535382,522903,645890,
131098,Wesley College,3450244,3281329,3409223,6201188,6651765,6842913,6217845,5889890,
131973,Wesley Theological Seminary,29982091,23327657,23051946,22897171,22842870,22813682,22333834,22211631,
141325,Wesleyan College,56525432,59959209,61484558,58612096,61123384,63251978,58071370,54967937,
130697,Wesleyan University,1080015000,1065219000,967177000,802204000,838774000,793334000,688643000,616195000,
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,,,,,,,,,
237969,West Virginia Wesleyan College,51917721,50310418,47365380,42384986,44753388,44908387,37889807,34025532,
433387,Western Governors University,,,,,,,,,
172477,Western Michigan University-Thomas M. Cooley Law School,34250665,33657443,30396140,28123998,25934530,26146133,22403042,20093458,
168254,Western New England University,66939922,67027092,72995034,63098649,66201691,64774556,54222321,47319546,
210368,Western Seminary,1332278,1267279,1267278,1267279,1134354,1128964,1124964,1122963,
172705,Western Theological Seminary,40902573,41277395,46600098,41109897,42476308,43287353,39382855,34664476,
112525,Western University of Health Sciences,48347509,43205253,39499389,36494215,25051136,15493770,13205041,9491333,
216807,Westminster College,117044392,123411062,117825639,110130519,115512620,115107507,101710354,88039201,
179946,Westminster College,51969227,51800600,50049164,49954617,56598223,56329312,48903016,46217515,
230807,Westminster College,86361240,82626679,78075206,69489882,73630746,72710884,63199356,58889056,
216816,Westminster Theological Seminary,14439068,14395199,14396949,14101286,14208026,14025657,12938603,8170145,
125718,Westminster Theological Seminary in California,541393,510102,494166,474166,461966,451966,450966,442966,
125727,Westmont College,79618220,83998598,84027561,74983501,82837762,84368978,73917634,70245333,
168281,Wheaton College,212982445,211880928,205048131,184806070,194729080,193544650,176062312,159484340,
149781,Wheaton College,503365629,489131245,446375583,388033314,409613167,405027289,352506144,312922758,
238078,Wheeling University,8782994,13853492,12968989,12482023,13788523,16106296,18757016,19271516,
168290,Wheelock College,,0,54884959,50019177,53868729,54359581,45485434,42789157,
237057,Whitman College,565255655,561009957,518290323,477771941,514676424,504524000,444603000,400968238,
125763,Whittier College,119325594,116996312,97214988,90655712,97284299,99829110,88827089,80221497,
237066,Whitworth University,156047569,151179044,141884815,127378713,129431885,125935087,108080939,98870068,
475200,Whitworth University-Adult Degree Programs,,,,,,,,,
216852,Widener University,94575552,91760452,87071306,80886359,87246740,90212124,80790235,72814994,
402828,Widener University-Commonwealth Law School,,,,,,,,,
244190,Widener University-Delaware Law School,,,,,,,,,
206491,Wilberforce University,6714939,8193613,8141313,9697178,9690315,12091102,10936534,10450906,
229887,Wiley College,7293786,7165162,7084514,7032564,6933066,6873048,6800263,6711319,
216931,Wilkes University,51847867,51627190,47733723,40589592,43364548,43688807,40486040,35707488,
210401,Willamette University,258143000,258630000,240702000,225316000,240942000,231642000,214322000,208121831,
176479,William Carey University,21123451,19288129,18527935,16857252,15633168,14838041,11294879,10841065,
166717,William James College,901106,934683,828881,740798,832647,833847,764153,2847804,
122728,William Jessup University,3546882,3131316,2879082,2603122,1642670,1684054,1481369,1245718,
179955,William Jewell College,63573781,63796417,62331324,59906896,66659800,72837321,64498400,62464700,
199272,William Peace University,50222008,35635168,35605878,35548377,36319561,37940378,39107190,40201040,
154590,William Penn University,6855168,7926496,7640825,7579671,7464793,7354972,7267501,7007358,
179964,William Woods University,20564814,20057336,20164779,18536830,18297969,15477463,18087576,15913149,
107877,Williams Baptist University,15583156,15677659,14344290,12791582,12862407,12645874,10406395,10403364,
168342,Williams College,2744103362,2626266560,2383499723,2159403061,2265857318,2143152951,1902111607,1728548820,
443340,Williamson Christian College,,,,,,,,,
206507,Wilmington College,38269926,37172244,37118706,34781486,37689106,36997412,31260375,28527185,
131113,Wilmington University,106883562,92612904,85420986,73893893,68273789,60278405,40948429,28851994,
217013,Wilson College,55337694,58076883,56424032,57811482,67459420,71901570,70684748,67365905,
206516,Winebrenner Theological Seminary,2196813,1979734,619944,897294,1080883,1004769,936973,873792,
199962,Wingate University,96803871,92313579,90423422,48586441,51114140,48892581,43936492,38307472,
240338,Wisconsin Lutheran College,36629229,34597357,32941203,28206199,28930205,26480719,18994151,18552821,
240213,Wisconsin School of Professional Psychology,,,,,,,,,
206525,Wittenberg University,119152389,115955756,106594725,98716172,102505368,99384556,92421649,90878672,
218973,Wofford College,211672562,205990556,194389675,172366619,184707575,191830918,167509297,154162683,
442064,Won Institute of Graduate Studies,2914511,3314282,2742095,3662649,2953390,3131094,2723749,2737913,
125897,Woodbury University,19813990,22197101,24161207,22763612,22483549,20896047,18184273,16901030,
168421,Worcester Polytechnic Institute,528287000,519631000,502471000,466320000,435867000,433062000,389310000,358640000,
141936,World Medicine Institute,,,,,,,,,
401223,World Mission University,,,,,,,,,
206622,Xavier University,199275000,179557000,169383000,150899000,156378000,153477802,132470911,117352538,
160904,Xavier University of Louisiana,171025456,174507578,166016252,149343005,160276105,161655540,144396298,140550903,
130794,Yale University,30314816000,29444936000,27216639000,25413149000,25542983000,23858561000,20708793000,19264289000,
130785,Yale-New Haven Hospital Dietetic Internship,,,,,,,,,
245731,Yeshiva and Kollel Harbotzas Torah,,,,,,,,,
434937,Yeshiva College of the Nations Capital,,,17846,17793,17679,,42609,42746,
420325,Yeshiva D'monsey Rabbinical College,,,,,,,,,
197647,Yeshiva Derech Chaim,,,,,,,,,
375230,Yeshiva Gedolah Imrei Yosef D'spinka,,,,,,,,,
247773,Yeshiva Gedolah of Greater Detroit,,,,,,,,,
476692,Yeshiva Gedolah Zichron Leyma,,,,,,,,,
197601,Yeshiva Karlin Stolin,,,,,,,,,
455257,Yeshiva of Machzikai Hadas,,,,,,,,,
197674,Yeshiva of Nitra Rabbinical College,,,,,,,,,
431983,Yeshiva of the Telshe Alumni,,,,,,,,,
126076,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,,,,,,,,,
197692,Yeshiva Shaar Hatorah,56483,51820,51257,50625,50000,,,,
441609,Yeshiva Shaarei Torah of Rockland,,,,,,,,,
451398,Yeshiva Toras Chaim,,,,,,,,,
128425,Yeshiva Toras Chaim Talmudical Seminary,,,,,,,,,
197708,Yeshiva University,503954000,514845000,506180000,478233000,907060000,1085569,1034254000,931914492,
363712,Yeshivah Gedolah Rabbinical College,,,,,,,,,
451370,Yeshivas Be'er Yitzchok,,,,,,,,,
405058,Yeshivas Novominsk,,,,,,,,,
197610,Yeshivat Mikdash Melech,,,,,,,,,
217040,Yeshivath Beth Moshe,,,,,,,,,
197735,Yeshivath Viznitz,146,147,146,60547,60691,4190231,4300341,4179199,
197744,Yeshivath Zichron Moshe,,,,,,,,,
401250,Yo San University of Traditional Chinese Medicine,,,,,,,,,
181853,York College,16923638,15616531,15062584,11270732,11156614,10834801,10039996,9917894,
217059,York College of Pennsylvania,155136831,152939111,148020896,134164855,82102816,81016922,68150431,61703558,
141361,Young Harris College,109058744,108226170,100849321,96213886,105273183,117372377,119745549,104977566,
